"排名","代號","名稱","成交","漲跌價","漲跌幅","EPS平均","EPS合計","股利平均","股利合計","平均分配率","2012分配率","2013分配率","2014分配率","2015分配率","2016分配率","2017分配率","2018分配率","2019分配率","2020分配率","2021分配率","2022分配率","2023分配率"
"250",="6281","全國電","85.5","0","0","4.9","58.83","4.27","51.3","87.5","86.6","89.6","83.5","90.7","84.7","86.3","87.5","97.8","90.1","85.2","82.6","85"
"251",="6464","台數科","94.7","+0.7","+0.74","7.04","70.45","4.98","49.84","78.3","","","73.8","82.3","86.3","39.4","98.8","73.6","55","36.1","57.7","180"
"252",="6556","勝品","108.5","-1","-0.91","3.75","29.99","2.46","19.7","74.6","","","","","54.3","67.6","106","85.7","70.6","89.7","71.7","50.5"
"253",="6605","帝寶","111","-3","-2.63","6.32","75.81","2.81","33.7","34.6","-42.4","45.9","49.6","44.7","26.5","41.7","41.4","40.6","38.6","39.3","43.8","46"
"254",="6768","志強-KY","63.8","-0.6","-0.93","5","14.99","3.83","11.5","94.7","","","","","","","","","","128","102","54.2"
"255",="6792","詠業","84.7","-0.5","-0.59","5.43","16.29","4.67","14","86.2","","","","","","","","","","87.3","83.3","88"
"256",="8279","生展","171","+0.5","+0.29","6.07","60.66","2.15","21.5","27.6","","","0","0","13.3","21.3","28.2","43.1","38.2","44","45.6","42.2"
"257",="8442","威宏-KY","80.7","-0.4","-0.49","2.82","22.53","1.62","13","44.8","","","","","54.9","87.6","0","82","7.14","0","79.4","47.1"
"258",="8446","華研","110","+3","+2.8","6.83","75.1","5.25","57.7","81.5","","50.4","84.7","73.7","84.8","91.3","95.4","63.3","83.9","41.6","80.4","146"
"259",="9917","中保科","112.5","+2.5","+2.27","4.6","55.22","4.07","48.85","97.8","82.3","78.5","79.9","84.4","85.5","250","80","86.2","82.5","92.3","87.3","85.5"
"260",="3708","上緯投控","89.2","+0.9","+1.02","5.93","41.53","3.13","21.93","74.7","","","","","","177","80.9","44.6","44.6","51.3","71.1","52.7"
"261",="8433","弘帆","86.7","+0.4","+0.46","4.88","58.59","3.43","41.2","73.6","66.2","109","99","87.3","81.5","85.2","85.4","48","48.4","59.7","62.5","51.7"
"262",="6569","醫揚","188.5","+17","+9.91","7.5","67.49","6.02","60.2","86.5","","","","68","84.1","77.3","112","77","78.1","107","94.8","80.1"
"263",="8261","富鼎","97.6","-0.5","-0.51","1.84","22.06","1.34","16.03","54.4","0","0","0","41.7","143","79.5","93.8","49","73.5","41","74.7","56.4"
"264",="3479","安勤","107","+2.5","+2.39","4.28","51.4","3.17","38","76.5","85.8","70.5","82.2","80","81.6","76","78.2","73.4","60.2","80","87.8","62.5"
"265",="6203","海韻電","93.7","+1.4","+1.52","4.32","51.89","3.09","37.13","75.5","63.4","83.4","87","79.9","81.3","79.4","91.6","66.5","67.6","65.4","53.1","87.6"
"266",="2727","王品","298.5","+5.5","+1.88","6.59","79.11","6.14","73.64","94.5","80.6","95.8","92.2","88.5","222","83.3","91.5","97.2","93.2","94.7","0","94.5"
"267",="6285","啟碁","117","+1.5","+1.3","5.02","60.25","3.33","39.9","66.5","66.9","68.2","66.1","67.8","67","66.6","67.7","67.2","66.5","66.5","66.7","61.1"
"268",="9939","宏全","104","0","0","4.8","57.55","2.98","35.75","62","60","68.5","58.5","59.1","61.3","62.2","59.5","61.7","64.7","62.9","63","62.3"
"269",="3416","融程電","127","+5","+4.1","3.8","45.57","3.5","42.06","94.3","85.1","89.9","87","97.1","99.4","98","115","91.5","89.8","113","89.4","76.5"
"270",="2412","中華電","116.5","+1.5","+1.3","4.96","59.51","4.81","57.74","97.2","90.4","102","88.4","97.5","99.4","95.8","95.7","97.8","99.9","99.9","100","100"
"271",="2373","震旦行","76.5","+0.4","+0.53","5.01","60.12","4.44","53.25","87.6","81.9","84.6","84.6","86.7","84.2","80.8","90","88.5","98","93.8","96.9","80.8"
"272",="3556","禾瑞亞","60.7","+0.4","+0.66","4.43","53.19","4.31","51.75","101","90.4","128","83.5","102","100","118","117","99.4","100","88.9","88.8","91.8"
"273",="8424","惠普","67.8","-0.1","-0.15","4.22","50.66","3.21","38.5","75","56.2","38.6","65.6","62.2","66.5","88.2","77.1","79.2","79.8","98.5","97.6","90.4"
"274",="6579","研揚","161.5","+14","+9.49","5.52","44.12","3.76","30.08","72.5","","","","","89.8","80.3","84.8","59.8","61.9","83.8","73.4","46.4"
"275",="2545","皇翔","39.75","+0.1","+0.25","4.96","59.57","3.68","44.1","359","71.6","45.3","79.4","71.4","429","74.9","214","69.5","3000","84.4","84.5","79.6"
"276",="4721","美琪瑪","96","+1","+1.05","2.43","29.15","2.1","25.14","87.7","90.4","95.8","98.1","85","90.3","82","86.6","85.9","83.6","84.8","79","90.4"
"277",="6245","立端","116","-1.5","-1.28","4.14","49.74","2.59","31.1","62.9","55.1","57","57.7","57.8","59.9","78.3","66.1","71.4","67","65.9","64.5","54"
"278",="9906","欣巴巴","56.9","-2.8","-4.69","1.99","23.92","1.66","19.97","35.2","5.85","121","0","0","0","94.5","89.9","0","0","0","21","90"
"279",="0050","元大台灣50","132.25","+1.35","+1.03","","","2.7","32.4","","","","","","","","","","","","",""
"280",="2066","世德","108.5","+3.5","+3.33","5.07","60.78","3.38","40.54","64.6","23.9","44.5","90.7","83.8","84.5","83.1","64.7","71.8","46.9","48.4","31.8","102"
"281",="2439","美律","93.5","+0.1","+0.11","7.71","92.49","5.94","71.3","79.3","100","89.5","71.7","71.4","93.1","80.8","83.6","81.2","61.6","79.3","73.5","66.1"
"282",="2546","根基","72.6","+0.1","+0.14","3.41","40.92","2.2","26.36","71.2","43.9","108","59.5","89.3","78.7","77.7","77.4","78.1","79.2","60.9","51.6","50.1"
"283",="2756","聯發國際","125","0","0","6.08","24.3","4.2","21","69.9","","","","","","","","86.7","","29.3","72.6","91"
"284",="3030","德律","59.6","+0.4","+0.68","4.53","54.42","3.58","43","87.3","67.4","67.3","96.8","80.5","94.6","165","119","82","83.1","71.3","65.7","55.4"
"285",="3147","大綜","73.7","+0.2","+0.27","2.8","33.57","1.87","22.42","68.2","83.4","97.4","88.4","32.1","49.5","75.2","62.1","59","62.5","62.7","81","65.4"
"286",="3580","友威科","51.8","+0.3","+0.58","0.44","5.27","1.23","14.74","33.9","0","0","0","0","0","0","56.7","67.5","71.8","70.7","69.5","70.6"
"287",="3684","榮昌","50.8","+0.4","+0.79","3.22","38.68","2.56","30.74","80.3","80.6","92.6","82.3","88.2","78.3","82.2","83.6","80.4","46.3","73.9","85.7","90"
"288",="4107","邦特","113.5","-0.5","-0.44","4.71","56.46","3.13","37.58","69.2","91.5","75.3","65.2","76.1","63.9","58","79.7","68.5","59.7","56.7","72.3","63.2"
"289",="4987","科誠","60.4","0","0","5.26","63.07","3.98","47.7","76","62.5","52.7","64","73.1","73.4","82.4","92.3","89.3","66.7","93.1","86.8","75.6"
"290",="5347","世界","80.8","+1.1","+1.38","3.71","44.54","2.79","33.46","83.2","116","64.9","63.7","77.5","102","88.8","109","85.1","89.4","90.9","62.4","48.3"
