"排名","代號","名稱","成交","漲跌價","漲跌幅","平均業外損益(億)","2011業外損益(億)","2012業外損益(億)","2013業外損益(億)","2014業外損益(億)","2015業外損益(億)","2016業外損益(億)","2017業外損益(億)","2018業外損益(億)","2019業外損益(億)","2020業外損益(億)","2021業外損益(億)","2022業外損益(億)","23Q1業外損益(億)"
"172",="1234","黑松","40.85","+0.1","+0.25","11.7","4.43","77","8.7","4.92","6.42","10.9","4.74","5.79","4.92","4.2","3.95","4.99","1.14"
"173",="2375","凱美","67.3","-0.6","-0.88","4.45","-2.77","0.1","6.19","0.8","0.16","-0.64","2.55","31.4","4.62","2.03","4","4.93","0.19"
"174",="5903","全家","213.5","-0.5","-0.23","1.93","0.65","-0.25","2.15","2.58","2.35","3.36","4.15","3.25","-0.36","-0.77","1.15","4.92","-0.29"
"175",="3406","玉晶光","415","+8.5","+2.09","-0.19","0.05","-1.44","1.46","-0.3","-1.8","-3.08","-2.43","-0.04","1.49","-2.73","1.68","4.81","0.81"
"176",="2106","建大","31.25","-0.1","-0.32","2.83","17.1","-0.75","1.17","2.8","5.61","4.49","-5.2","5.91","1.12","-2.44","-0.58","4.81","-1.15"
"177",="5523","豐謙","25","0","0","-0.13","-1.54","-3.27","-3.19","-0.35","-0.27","-0.51","-0.47","-0.17","-0.08","0","3.55","4.79","-0.01"
"178",="2015","豐興","70.1","-0.1","-0.14","2.26","2.4","4.54","1.09","1.74","1.44","-1.45","2.09","3.02","3.02","1.46","3.08","4.76","0.41"
"179",="5530","龍巖","36.7","-0.1","-0.27","3.54","2.09","2.39","3.08","3.83","1.4","2.71","2.21","6.46","5.15","2.96","5.44","4.75","-0.32"
"180",="2355","敬鵬","33.75","-0.3","-0.88","3.59","5.21","3.01","5.12","6.79","5.02","3.02","2.06","-5.2","5.34","1.48","6.46","4.7","0.34"
"181",="6024","群益期","41.75","-0.3","-0.71","3.15","","1.18","1.74","2.84","3.3","1.83","3.17","4.27","5.69","4.13","1.8","4.69","2.84"
"182",="1305","華夏","22.85","-0.15","-0.65","0.68","0.42","0.52","0.93","0.58","0.39","-0.73","-0.35","0.81","0.8","0.21","-0.1","4.67","-0.18"
"183",="1236","宏亞","23.7","+0.05","+0.21","0.6","-0.03","0.45","-0.38","1.28","0.14","0.51","0.09","0.11","0.17","0.12","0.18","4.62","0.02"
"184",="2481","強茂","68","-1.6","-2.3","-1.47","-0.37","-4.94","-6.29","-6.76","-0.72","1.78","-7.47","0.2","-0.28","0.39","2.25","4.6","0.31"
"185",="2107","厚生","20.6","-0.15","-0.72","1.38","0.45","0.43","1.14","1.61","2.08","1.28","-1.06","1.59","1.29","1.2","1.96","4.59","-0.03"
"186",="3324","雙鴻","282","-14.5","-4.89","0.52","0.45","-0.33","-0.05","0.31","0.68","0.43","0.01","1.12","0.25","-1.55","0.42","4.55","-0.13"
"187",="6533","晶心科","468.5","-9","-1.88","0.55","","","","0.04","0.04","0.09","-0.03","0.08","-0.01","0.01","0.18","4.53","-0.05"
"188",="1906","寶隆","16.05","-0.1","-0.62","2.71","0.6","-0.63","0.05","2.03","1.04","10.9","4.71","5.09","1.47","0.86","1.92","4.47","-0.23"
"189",="4960","誠美材","12.75","0","0","1.33","-0.71","0.18","3.16","4.93","2.84","0.63","-0.12","-4.66","-2.89","1.79","6.33","4.47","-0.09"
"190",="2450","神腦","34.1","-0.35","-1.02","2.85","1.58","2.35","3.11","3.67","3.3","3.49","2.75","2.88","2.24","2.08","2.31","4.43","1.03"
"191",="5464","霖宏","31.65","-0.5","-1.56","0.9","1.01","-0.63","0.75","1.6","1.35","-0.22","-2.12","1.93","0.2","-1.12","3.71","4.37","-0.1"
"192",="4438","廣越","125","-0.5","-0.4","1.81","","","","1.1","1.93","1.54","0.28","0.1","0.03","4.06","2.89","4.35","0.03"
"193",="3545","敦泰","75.4","-2.1","-2.71","-0.15","","-0.24","0.1","0.17","3.95","0.34","0.42","-18.3","1.6","1.26","4.73","4.33","0.27"
"194",="4128","中天","56.5","+0.2","+0.36","3.69","7.49","2.41","2.56","1.26","0.84","-0.62","7.37","-5.95","-0.93","16.2","9.3","4.31","-0.5"
"195",="1558","伸興","112","+0.5","+0.45","0.81","0.74","-0.05","0.66","1.34","2","0.5","-1.75","2.4","0.54","-0.59","-0.36","4.3","0.16"
"196",="9933","中鼎","39.75","-0.45","-1.12","3.19","4.92","2.16","1.44","4.63","3.19","-1.84","9.76","3.49","0.62","-2.93","8.58","4.22","0.75"
"197",="6213","聯茂","69.3","-0.7","-1","1.14","0.82","0.75","0.92","0.17","-0.48","0.25","1.38","4.07","-0.09","1.76","-0.05","4.19","0.06"
"198",="8938","明安","79.2","0","0","0.22","0.91","-0.51","0.11","0.67","0.65","0.56","-1.7","1.14","-0.07","-2.04","-1.25","4.17","-0.87"
"199",="6706","惠特","80","-1.1","-1.36","0.49","","","","","","-0.04","-0.89","1.04","-0.33","-0.36","-0.14","4.15","-0.05"
"200",="3015","全漢","51.1","-2.2","-4.13","3.46","1.33","1.7","2.53","3.51","6.64","2.98","5.58","3.32","2.25","4.72","2.89","4.09","0.1"
"201",="2412","中華電","114.5","-0.5","-0.43","12.5","16.1","15.6","14.3","17.6","16.1","12.8","12.9","13.4","11","4.69","11.4","4.04","0.86"
"202",="6125","廣運","83","-4.5","-5.14","1.41","2.22","-1.28","-1.14","2.11","1.99","-0.85","-3.18","-3.08","17.2","0.5","-1.6","4.03","0.39"
"203",="2428","興勤","162","-3.5","-2.11","1.26","0.76","0.25","0.48","1.2","1.25","2.25","2.48","1.24","0.65","0.24","0.34","3.97","0.13"
"204",="2103","台橡","25.3","+0.05","+0.2","0.95","2.63","-0.88","0.37","-3.92","-7.51","-1.58","-0.65","3.29","1.7","-3.02","17","3.94","0.99"
"205",="2359","所羅門","37.3","-0.6","-1.58","1.19","-0.01","-1.5","0.07","1.16","2.32","0.6","-1.04","2.24","4.04","0.37","2.09","3.91","0.55"
"206",="2441","超豐","57.5","-0.1","-0.17","0.89","","0.26","0.66","1","0.82","0.35","-0.25","0.98","0.58","0.57","1.03","3.84","0.11"
"207",="1710","東聯","21.35","-1","-4.47","-1.66","9.27","0.05","-0.9","-3.43","-8.8","-8.7","-4.44","-1.19","3.43","-8.51","-0.47","3.83","6.52"
"208",="3019","亞光","67","-0.9","-1.33","0.52","2.06","0.34","-5.44","0.33","0.36","0.9","-1.19","2.72","2.71","-0.81","0.42","3.82","0.55"
"209",="6115","鎰勝","44.75","+0.95","+2.17","1.35","1.73","0.22","1.76","2.8","2.93","1.27","-1.28","2.14","1.43","-0.73","0.18","3.81","-0.05"
"210",="8050","廣積","97.1","-4.9","-4.8","0.92","0.24","-0.22","0.13","0.49","0.42","0.04","0.04","2.45","1.26","1.06","1.32","3.81","0.73"
"211",="1522","堤維西","36.15","-0.25","-0.69","1.12","-0.58","-2.09","-1.57","4.69","2.89","2.48","3.42","0.65","-0.72","1.41","-0.99","3.81","-0.98"
"212",="3260","威剛","83.3","-4.1","-4.69","4.25","-0.88","1.91","1.65","10.8","4.5","4.72","3.57","5.3","5.16","0.86","9.55","3.78","0.46"
"213",="6182","合晶","46.7","-1.05","-2.2","-0.67","1.34","-0.73","-1.76","-1.73","-1.93","-9.99","-1.58","1.37","2.45","1.97","-1.21","3.73","-0.3"
"214",="3189","景碩","115.5","-1.5","-1.28","0.75","1.48","0.71","2.28","1.42","1.42","-0.2","1.3","-0.81","-1.96","-2.17","1.85","3.71","0.2"
"215",="1609","大亞","37.9","-0.2","-0.52","2.74","4.22","0.41","3.41","3.04","-1.84","-0.66","0.14","3.48","4.22","7.9","4.93","3.68","17.3"
"216",="1210","大成","51.8","-0.3","-0.58","4.42","2.57","2.32","17.5","3.43","-5.73","3.97","3.27","7.59","1.31","7.72","5.41","3.68","-0.02"
"217",="8016","矽創","248.5","-2","-0.8","1.18","0.63","0.57","0.92","0.99","0.64","0.13","1.35","0.79","1.17","1.41","1.97","3.64","0.67"
"218",="9908","大台北","33.2","-0.1","-0.3","3.76","3.72","2.92","3.83","3.6","3.19","3.96","4.32","2.8","4.18","4.01","4.96","3.62","1.25"
"219",="1464","得力","15.4","-0.1","-0.65","0.65","0.29","0.18","0.45","8.98","0.56","-0.42","0.14","0.07","-1.35","-2.95","-1.77","3.62","-0.33"
"220",="4532","瑞智","25.6","+2.3","+9.87","0.65","-0.68","-0.1","0.51","1.43","1.51","-0.07","0.1","-0.71","-0.65","1.68","1.09","3.61","0.04"
"221",="4104","佳醫","102","+2","+2","1.9","0.54","0.65","1.06","1.27","1.99","1.99","1.02","2.1","2.83","3","2.79","3.57","1.29"
"222",="6166","凌華","74.7","-2.2","-2.86","0.09","0.05","-0.84","0.15","0.64","-0.17","-0.64","0.31","0.12","-1.51","-1.24","0.64","3.54","-0.08"
"223",="3078","僑威","78.6","-1.4","-1.75","1.02","1.33","-0.6","0.42","1.25","1.07","0.4","0.05","2.17","1.03","0.88","0.73","3.53","0.11"
"224",="2368","金像電","148.5","-0.5","-0.34","-1.91","0.74","-1.07","-0.71","-1.63","-3.9","-5.07","-1.83","-4.53","-3.99","-3.76","-0.74","3.52","-0.9"
"225",="1504","東元","51","-0.5","-0.97","8.85","3.38","5.8","7.78","12.8","7.76","7.44","8.58","7.66","9.03","8.66","23.9","3.48","4.9"
"226",="5457","宣德","56.4","-0.8","-1.4","0.99","0.45","-0.77","1.6","2.8","0.86","0.44","0.64","1.11","0.22","0","0.99","3.48","-1.29"
"227",="1339","昭輝","45.4","-0.45","-0.98","0.07","","-0.09","0.36","0.33","0.55","-0.16","-1.64","-0.13","-0.14","-1.72","-0.04","3.47","0.04"
"228",="9944","新麗","21.6","0","0","0.98","0","-0.35","0.2","0.38","-0.03","-0.22","0.07","0.49","-0.31","0.58","7.49","3.45","3.86"
"229",="6290","良維","63","-1","-1.56","0.97","-0.63","0.45","0.61","1.12","1.01","0.83","0.49","0.58","1.19","1.12","1.43","3.43","0.29"
"230",="3105","穩懋","167.5","-4","-2.33","0.15","-6.08","-6.11","1.03","1.14","-0.77","3.93","-0.41","5.29","-1.65","2.2","-0.23","3.42","0.39"
"231",="3066","李洲","20.65","+0.05","+0.24","0.34","-2.41","0.07","-0.56","0.32","-0.17","-0.1","0.49","0.34","0.39","0.74","1.57","3.4","-0.07"
"232",="3701","大眾控","66.8","-7.4","-9.97","1.76","1.92","-3.21","0.2","-3.17","-0.85","2.99","5.06","10.5","1.13","0.78","2.38","3.4","-0.22"
"233",="3617","碩天","212.5","-13.5","-5.97","0.26","0.23","0.06","0.45","1.2","0.84","-0.06","-1.21","1.57","-0.39","-1.49","-1.51","3.39","-0.22"
"234",="4763","材料-KY","655","-5","-0.76","0.45","","-0.01","-0.2","-0.01","0.61","0.58","-0.39","0.48","-0.13","0.54","0.13","3.37","-0.08"
"235",="2329","華泰","26.6","-0.9","-3.27","-0.08","-1.48","-1.1","-0.96","0.33","-0.45","-0.47","-0.27","0.44","-0.4","-0.57","0.63","3.35","-0.03"
"236",="3653","健策","640","-13","-1.99","0.44","0.24","0","-0.22","0.8","1.08","0.42","-1.07","1.06","0.09","0.69","-1.18","3.35","0.11"
"237",="8213","志超","40","-0.1","-0.25","2.22","-0.21","-1.48","0.71","-0.6","0.97","1.77","-0.04","1.08","0.58","11.7","8.93","3.24","-0.19"
"238",="1583","程泰","69.5","-0.1","-0.14","1.21","1.31","-0.69","0.97","2","1.77","-0.94","-0.99","1.47","0.11","5.76","0.55","3.19","1.32"
"239",="1309","台達化","19.65","-0.35","-1.75","0.8","1.77","0.39","1.86","0.1","-0.51","-0.34","0.02","0.54","0.44","0.61","1.6","3.19","0.21"
"240",="1604","聲寶","30","+2.7","+9.89","6.07","5.11","2.72","5.37","4.93","3.71","5.7","2.66","6.27","5.14","15.6","12.5","3.18","0.34"
"241",="8044","網家","49.5","-1","-1.98","0.43","0.18","0.12","0.25","0.43","0.3","0.1","-0.12","0.27","-0.46","-0.12","0.97","3.17","0.77"
"242",="6188","廣明","79","-2.1","-2.59","2.83","9.77","4.56","10.1","8.3","2.06","-0.06","-0.93","2.9","0.4","-8.76","2.39","3.16","0.08"
"243",="1903","士紙","52","+0.1","+0.19","0.36","0.45","0.11","0.26","-2.07","0.67","0.31","-0.04","0.06","0.05","0.17","1.15","3.15","-0.09"
"244",="4306","炎洲","15.9","0","0","1.36","-0.83","-1.33","0.92","2.4","3.15","-5.78","-0.69","2.2","-6.67","10.5","9.27","3.15","0.02"
"245",="6153","嘉聯益","24.95","-0.35","-1.38","1.37","1.71","1.29","0.59","2.09","3.6","2.15","-0.88","2.58","-1.13","1.76","-0.46","3.14","-0.25"
"246",="1709","和益","24.6","-0.1","-0.4","0.29","0.42","0","0.43","0.44","0.58","0.66","-0.34","0.31","-0.06","0.05","-2.09","3.13","-0.09"
"247",="3705","永信","43","-0.15","-0.35","1.5","1.58","1.2","1.46","1.14","2.7","2.33","0.98","1.31","1.2","0.63","0.41","3.07","0.19"
"248",="3138","耀登","147","-1","-0.68","0.56","0.09","0.14","0.17","0.11","0.36","0.27","-0.08","0.27","0.28","0.44","1.61","3.06","0.01"
"249",="4707","磐亞","13.05","0","0","3.87","5.99","3.84","12.3","6.28","1.46","1.89","1.72","2.48","2.5","2.14","2.77","3.05","0.73"
"250",="1905","華紙","28","-0.25","-0.88","4.75","0.74","44.9","1.42","1.35","0.81","-0.52","0.91","0.77","0.21","0.87","2.52","3.04","0.1"
"251",="2421","建準","92.8","-3.9","-4.03","1.05","0.11","0.09","0.57","1.08","1.46","1.37","0.86","1.82","1.22","-0.26","1.22","3.04","0.16"
"252",="1598","岱宇","39.5","+0.25","+0.64","-0.11","0.25","-0.35","0.15","0.65","0.94","-0.06","-1.77","0.62","-0.49","-1.98","-2.37","3.03","-0.39"
"253",="2929","淘帝-KY","12","-0.15","-1.23","0.62","0.01","0.06","0.23","0.42","0.78","0.08","0.94","-0.18","0.02","1.33","0.68","3.03","0.05"
"254",="1307","三芳","23.25","-0.35","-1.48","0.02","0.4","-0.89","0.7","0.44","0.3","-0.3","-0.91","0.03","-0.1","-1.54","-0.95","3.02","-0.16"
"255",="8105","凌巨","15.5","-0.3","-1.9","0.6","-0.05","-2.56","1.75","2.54","2.84","0.95","-1.33","-0.39","2.92","-2.13","-0.39","3.01","0.26"
"256",="9924","福興","42.75","-0.15","-0.35","1.28","1.53","1.51","4.54","1.72","2.25","0.54","-0.7","1.49","0.14","-1.14","0.5","3.01","-0.08"
"257",="1447","力鵬","7.76","-0.07","-0.89","1.16","1.24","0","4.39","3.66","2.93","-0.37","-4.31","5.32","-0.03","-1.76","-0.13","3.01","-0.01"
"258",="3030","德律","59.3","-0.2","-0.34","0.44","0.66","-0.27","0.68","1.21","0.96","-0.13","-0.41","0.65","-0.36","-0.64","-0.01","3","-0.1"
"259",="2349","錸德","9.37","-0.13","-1.37","-3.91","-4.55","-9.63","-3.52","-3.37","2.96","-11.1","-5.64","-0.21","-14.9","-2.48","2.55","2.95","0.3"
"260",="1525","江申","112.5","-2","-1.75","4.01","2.73","2.57","3.34","3.34","4.45","6.13","6.03","5.03","3.92","4.04","3.62","2.94","1.93"
"261",="3450","聯鈞","40.9","+0.05","+0.12","0.55","0.16","-0.48","-0.05","0.96","1.35","0.96","-1.11","2.35","0.48","-0.73","-0.28","2.94","-0.02"
"262",="3712","永崴投控","36.3","-0.55","-1.49","2.32","","","","","","","0.48","0.14","3.05","5.12","2.22","2.93","-0.26"
"263",="1723","中碳","114","-1","-0.87","1.66","2.37","1.71","1.73","1.87","2.42","1.07","1.16","1.09","1.53","0.81","1.2","2.92","0.2"
"264",="1713","國化","31.6","-0.05","-0.16","0.83","","0.36","0.41","0.43","0.31","0.41","0.34","0.97","0.84","0.77","1.35","2.92","0.95"
"265",="8064","東捷","20.1","-0.55","-2.66","0.1","0.38","-1.31","0.41","1.02","0.37","-0.25","-1.18","1.4","-0.6","-1.06","-0.88","2.92","0.19"
"266",="1539","巨庭","28.4","-0.4","-1.39","-0.04","0.21","-0.21","0.25","0.39","0.28","-0.54","-1.34","0.41","-0.41","-1.44","-1.04","2.9","-0.05"
"267",="8109","博大","91.2","-1.1","-1.19","0.35","0.34","-0.13","0.72","0.74","0.6","0.06","-1.07","0.91","-0.02","-0.42","-0.43","2.88","0.13"
"268",="1203","味王","43.85","+0.1","+0.23","0.27","0.04","-1.19","0.85","0.29","-1.13","0.71","-0.14","0.43","0.31","-0.34","0.52","2.88","0.03"
"269",="6128","上福","32.15","-0.6","-1.83","0.45","0.24","-0.07","0.1","0.11","0.62","-0.08","2.73","-2.58","-0.25","1.35","0.4","2.87","0.01"
"270",="2477","美隆電","20.6","+0.05","+0.24","3.07","0.17","0.98","1.02","-0.27","1.49","1.07","0.85","0.74","1.44","0.22","26.3","2.87","0.57"
"271",="2867","三商壽","5.27","-0.03","-0.57","1.65","","12.8","-0.55","-0.78","-0.15","-1.18","-0.54","1.25","1.31","1.78","1.4","2.86","0.3"
"272",="2009","第一銅","30.65","-0.55","-1.76","1.15","","0.77","1.93","1.84","-0.91","-0.2","1.36","0.87","0.45","1.57","2.1","2.85","0.02"
"273",="4915","致伸","60.6","-1.1","-1.78","2.84","2.02","1.73","2.16","2.18","3.11","3.91","6.48","4.22","1.51","1.79","2.17","2.84","1.41"
"274",="1720","生達","67.8","-1.3","-1.88","1.01","1.11","1","1.04","0.81","0.8","0.44","0.09","1.29","0.7","0.66","1.37","2.82","0.23"
"275",="1590","亞德客-KY","977","-33","-3.27","0.41","0.32","0.22","1.72","0","-2.33","1.28","2.16","-3.52","-3.26","3.78","1.68","2.81","0.41"
"276",="1535","中宇","58.5","+0.3","+0.52","1.6","1.86","1.76","2.13","3.22","2.02","-1.17","-0.06","1.13","1.31","1.75","2.41","2.79","0.8"
"277",="2855","統一證","18.35","+1","+5.76","4.53","","5.32","2.76","5.54","8.56","3.54","4.5","4.16","4.96","3.76","4.02","2.76","2"
"278",="3305","昇貿","57.2","+3.7","+6.92","0.27","0.7","-0.86","0.2","0.22","-0.18","-0.01","-0.16","0.32","0.36","-0.23","0.15","2.75","-0.21"
"279",="2476","鉅祥","49.25","0","0","1.04","1","1.67","1.39","1.35","1.63","0.96","-0.65","1.1","1.03","-0.04","0.36","2.74","-0.7"
"280",="2505","國揚","18","-0.3","-1.64","0.63","2.04","0.31","0.39","-0.55","-0.08","-0.2","-0.15","-0.16","-0.63","1.56","2.25","2.74","0.75"
"281",="1103","嘉泥","21","-0.35","-1.64","6.15","-0.06","-2.79","9.23","2.68","-2.14","5.37","13","5.31","14.2","12.8","13.5","2.74","0.82"
"282",="8499","鼎炫-KY","101.5","-0.5","-0.49","0.43","","","","0.32","0.29","0.32","-0.21","0.55","0.15","-0.61","0.32","2.72","0.59"
"283",="4114","健喬","43.4","+0.55","+1.28","1.11","-0.24","0.84","0.22","1.34","-0.2","1.7","-0.17","3.88","-0.25","3.85","-0.31","2.72","-0.15"
"284",="3548","兆利","75.1","+0.2","+0.27","0.83","0.34","0.17","0.56","0.73","0.84","1.13","-0.68","1.93","1.01","0.59","0.59","2.72","0.14"
"285",="6525","捷敏-KY","71","-0.7","-0.98","0.71","","","","0.71","0.99","0.99","-0.53","2","0.44","-0.6","-0.33","2.7","0.02"
"286",="3211","順達","79.5","-0.3","-0.38","5.16","4.39","4.47","3.11","3.58","4.63","4.49","1.26","1.43","2.73","0.01","29.1","2.7","0.01"
"287",="2393","億光","53.2","-1.2","-2.21","0.89","0.94","-3.79","-0.79","1.09","2.71","0.84","-1.85","2.35","2.31","2.74","1.46","2.69","0.45"
"288",="6579","研揚","124.5","-1","-0.8","1.4","","","","0.72","0.15","0.19","2.45","4.7","1.1","-0.18","0.77","2.69","1.54"
"289",="4119","旭富","116.5","-1","-0.85","-0.3","-0.8","-0.14","-0.12","0.4","0.12","-0.11","0","0.29","0.14","-5.96","-0.08","2.69","0"
"290",="3003","健和興","82","-2.1","-2.5","0.48","0.68","1.21","0.47","0.75","0.51","-0.05","0.14","0.89","0.01","-1.22","-0.29","2.69","0.02"
"291",="2472","立隆電","61.2","-0.8","-1.29","0.79","2.48","-0.05","1.41","1.72","0.21","-0.26","1.34","0.33","-0.68","-0.58","0.89","2.68","0.09"
"292",="8081","致新","185","-0.5","-0.27","0.53","0.67","-0.22","0.69","1.1","0.73","0.3","-0.24","0.44","0.56","-0.45","0.09","2.67","-0.1"
"293",="3596","智易","127.5","-2.5","-1.92","0.96","1.73","1.55","1.9","1.59","1.89","-0.96","-1.31","1.47","-0.25","0.55","0.74","2.66","-0.38"
"294",="3501","維熹","56.5","-0.2","-0.35","0.99","0.65","-0.03","1.1","1.42","3.14","0.63","-1.2","1.7","1","0.21","0.56","2.64","-0.12"
"295",="9925","新保","41.2","-0.15","-0.36","2.74","1.62","1.97","2.28","3.87","3.3","2.79","3.09","3.23","2.74","2.71","2.61","2.64","0.16"
"296",="1582","信錦","60.1","0","0","0.81","-0.51","0.43","-0.03","0.44","1.64","1.82","-0.13","2.18","1.67","-0.34","-0.1","2.64","-0.03"
"297",="8436","大江","173.5","-1.5","-0.86","1.05","0.11","0.11","0.36","0.58","0.21","0.12","0.11","1.7","2.03","1.8","2.8","2.64","0.28"
"298",="3630","新鉅科","34.65","+0.25","+0.73","0.83","0.4","0.29","0.6","0.82","0.7","0.37","0.93","1.21","0.89","0.87","0.25","2.63","0"
"299",="8076","伍豐","37.7","-1.15","-2.96","0.41","-0.42","0.78","0.23","1.4","0.46","-0.5","0.12","0.13","0.58","-0.9","0.43","2.63","2.37"
"300",="5609","中菲行","76.1","-1.5","-1.93","0.47","0.7","0.8","0.22","-0.04","0.44","0.24","-0.1","0.29","-0.1","0.26","0.35","2.61","0.37"
"301",="2461","光群雷","21.4","-0.2","-0.93","-0.04","-0.39","0.28","0.97","-0.43","-0.41","-1.31","-1.38","-0.86","-1.46","0.03","1.93","2.6","-0.1"
"302",="3605","宏致","29.85","-0.35","-1.16","1.11","1.56","0.19","0.6","2.64","1.37","1.19","0.59","1.17","0.88","-0.25","0.75","2.58","-0.25"
"303",="3167","大量","41.95","-0.25","-0.59","0.73","0.27","0.33","0.33","1.15","0.52","0.05","-0.15","0.87","0.17","2.52","0.16","2.57","0.06"
"304",="2062","橋椿","22.75","-0.15","-0.66","0.85","0.98","0.14","1.49","1.06","0.77","1.41","0.05","1.1","1.55","-0.65","-0.28","2.54","-0.12"
"305",="8255","朋程","168.5","-3.5","-2.03","0.43","0.18","-0.16","1.2","0.33","0.71","-0.28","-0.69","0.43","-0.1","-0.04","1.11","2.52","0.08"
"306",="2926","誠品生活","61.9","+0.1","+0.16","0.95","","0.43","0.73","2.5","0.88","0.62","1.26","1.23","-1.66","0.25","1.76","2.49","0.69"
"307",="3622","洋華","35.3","+0.2","+0.57","-1.37","2.47","-1.44","-8.04","-7.02","-15.4","1","0.62","2.53","2.03","2.22","2.1","2.49","0.25"
"308",="3443","創意","1600","-50","-3.03","0.55","0.32","-0.04","0.31","0.39","0.2","0.11","0.58","0.39","0.86","0.38","0.67","2.46","-0.13"
"309",="3515","華擎","222","-4.5","-1.99","0.43","0.41","0.54","1.13","-0.05","-0.21","-0.09","0.57","0.28","0.18","-0.02","0.02","2.46","0.07"
"310",="2049","上銀","214","-7","-3.17","-1.02","-0.36","-1.86","1.35","0.63","-0.68","-2.61","-5.33","-3.23","-1.91","5.71","-6.4","2.46","0.21"
"311",="2239","英利-KY","80.5","+0.3","+0.37","0.24","","","0.12","1.58","1.17","2.89","-2.84","-2.11","-3","-2.7","4.86","2.44","-0.65"
"312",="1513","中興電","129.5","-1.5","-1.15","1.05","1.36","-0.15","1.54","2.02","1.51","1.41","1.69","0.66","1.34","0.81","-1.98","2.41","-0.64"
"313",="1717","長興","31.35","-0.2","-0.63","1.99","2.86","-1.27","2.76","1.82","0.94","0.63","4.09","0.51","5.79","0.06","3.37","2.38","-0.18"
