"排名","代號","名稱","成交","漲跌價","漲跌幅","平均EPS(元)","20Q3EPS(元)","20Q4EPS(元)","21Q1EPS(元)","21Q2EPS(元)","21Q3EPS(元)","21Q4EPS(元)","22Q1EPS(元)","22Q2EPS(元)","22Q3EPS(元)","22Q4EPS(元)","23Q1EPS(元)","23Q2EPS(元)"
"180",="2471","資通","51.3","+1","+1.99","0.77","1.2","0.71","0.29","-0.38","1.28","1.21","0.44","0.73","1.02","0.85","0.18","1.75"
"181",="6788","華景電","128.5","+1","+0.78","1.95","1.03","1.43","1.55","1.7","1.4","2.55","2.03","2.6","2.32","3.12","2.39","1.32"
"182",="3206","志豐","51.4","+4.65","+9.95","0.88","1.18","0.37","0.56","0.8","0.88","0.19","0.68","1.2","1.44","0.28","0.96","2.04"
"183",="1264","德麥","286.5","+1","+0.35","4.32","4.83","4.36","4.07","3.65","3.92","4.87","4.43","4.08","4.3","4.29","4.45","4.57"
"184",="3374","精材","112","+2","+1.82","1.76","2.2","3.06","2.17","0.92","2.16","1.67","1.31","2.1","2.23","1.67","0.84","0.73"
"185",="6548","長科*","35","+0.6","+1.74","1.03","0.78","0.48","0.67","0.88","1.61","1.67","1.87","2.09","1","0.42","0.41","0.52"
"186",="2745","五福","85.3","+5.5","+6.89","-0.53","-1.29","-1.23","-1.77","-0.56","-1.05","-1.03","-0.85","-1.08","-0.71","0.05","0.9","2.28"
"187",="8422","可寧衛","181","+2","+1.12","2.88","3.01","2.97","3.42","2.43","2.59","2.16","2.41","3.29","3.09","3.54","2.88","2.83"
"188",="3413","京鼎","175.5","+1.5","+0.86","5.01","4.03","3.35","3.45","4.6","4.9","4.12","5.93","6.47","8.44","4.43","4.15","6.27"
"189",="4953","緯軟","127.5","+4.5","+3.66","1.91","2.4","1.46","1.64","1.68","1.86","1.73","1.66","2.05","2.18","2.46","1.85","1.98"
"190",="3546","宇峻","76.9","+0.7","+0.92","1.59","2","1.61","1.18","1.81","2.13","0.97","0.91","2.38","1.78","1.65","1.12","1.58"
"191",="2454","聯發科","674","-15","-2.18","15.31","8.43","9.37","16.21","17.44","17.93","19.03","21.02","22.39","19.55","11.67","10.64","10.07"
"192",="1773","勝一","127.5","+1.5","+1.19","1.9","1.62","1.81","2.1","2.41","1.96","2.07","2.4","1.95","1.9","1.53","1.47","1.64"
"193",="3264","欣銓","59","+1","+1.72","1.48","0.97","1.16","1.03","1.35","1.64","1.45","1.37","1.88","2.38","1.85","1.3","1.43"
"194",="6667","信紘科","76.4","+1.5","+2","1.04","1.05","-0.08","0.36","1.05","0.85","1.01","0.8","1.48","1.6","1.36","1.36","1.6"
"195",="3455","由田","79.7","+0.7","+0.89","2.03","1.78","2.02","0.68","1.45","2.61","2.76","1.29","3.21","4.28","3.77","0.32","0.18"
"196",="3416","融程電","130","+2.5","+1.96","1.4","1.05","0.97","1.13","1.33","1.55","1.03","1.19","1.28","2.24","1.52","1.51","1.99"
"197",="2382","廣達","272.5","+2.5","+0.93","2.07","2.04","2.24","1.84","2.05","2.43","2.41","1.75","1.03","2.4","2.33","1.68","2.63"
"198",="3088","艾訊","103.5","+2.5","+2.48","1.39","0.74","0.83","1.43","0.55","1.61","1.05","1.48","0.89","2.14","2.16","1.35","2.41"
"199",="6577","勁豐","92.6","+3","+3.35","1.25","1.48","0.96","1.2","0.7","1.14","1.2","1.49","0.92","1.6","1.06","1.51","1.71"
"200",="9941","裕融","177","+4.5","+2.61","3.08","2.26","2.25","2.7","3.7","3.5","3.52","3.52","2.79","3.32","2.76","3.5","3.09"
"201",="4979","華星光","173.5","+6.5","+3.89","-0.01","-0.21","-0.64","-0.62","-0.34","-0.55","-0.76","-0.01","0.63","0.74","0.69","0.3","0.62"
"202",="6281","全國電","84.8","+0.1","+0.12","1.5","2.02","0.91","1.38","1.83","1.5","1.34","1.55","1.83","1.55","0.95","1.36","1.77"
"203",="1723","中碳","109","+0.5","+0.46","1.43","0.7","0.9","1.01","1.25","1.42","1.05","1.48","2.4","1.93","1.52","1.4","2.08"
"204",="6846","綠茵","83","0","0","1.94","","5.35","","2.83","1.18","1.47","2","1.26","1.38","1.38","1.27","1.3"
"205",="2641","正德","15.75","+0.4","+2.61","0.8","0.19","0.13","0.18","0.48","0.73","0.94","1.35","1.13","1.75","2.31","0.32","0.13"
"206",="1268","漢來美食","148.5","+2.5","+1.71","1.32","3.99","1.88","2.05","-1.53","-2.33","3.83","1.01","-2.42","2.43","2.07","3.01","1.79"
"207",="3324","雙鴻","312.5","+18.5","+6.29","3.41","3.9","3.27","3.39","1.51","3.83","4.34","3.42","4.15","4.74","2.37","3.22","2.78"
"208",="6203","海韻電","111.5","0","0","1.98","2.34","2.25","2.97","2.81","2.3","1.34","1.76","1.22","1.79","0.85","1.66","2.41"
"209",="6470","宇智","71.2","+2.2","+3.19","1.27","1.95","1.12","0.79","0.65","0.73","1.25","1.21","2.02","2.59","0.34","0.89","1.74"
"210",="2065","世豐","56.1","+0.3","+0.54","1.45","1","1.07","1.19","1.29","1.65","1.59","1.51","1.72","2.11","1.52","1.68","1.08"
"211",="1707","葡萄王","157.5","+0.5","+0.32","2.35","2.23","3.09","1.6","2.22","2.05","2.98","1.59","2.6","2.46","3.18","1.89","2.28"
"212",="9943","好樂迪","92.8","+0.6","+0.65","0.94","1.15","1.21","1.31","-0.61","-1.67","1.41","1.07","-0.12","1.16","1.19","2.87","2.32"
"213",="1232","大統益","144.5","0","0","2","2.17","2.67","3.05","1.68","0.85","2.18","2.98","2.36","0.78","1.55","2.17","1.61"
"214",="6235","華孚","127.5","-0.5","-0.39","0.46","0.06","0.44","0.16","0.18","0.1","0.52","0.52","0.09","0.5","0.74","1.04","1.17"
"215",="2383","台光電","435.5","-3","-0.68","3.55","3.47","3","2.89","3.75","5.38","4.47","3.98","3.25","3.93","4.08","1.44","3.01"
"216",="4736","泰博","169.5","-2","-1.17","5.91","4.08","3.17","5.24","6.76","6.34","3.06","6.69","16.77","8.57","4.21","4.17","1.82"
"217",="3147","大綜","75.9","+0.2","+0.26","1.43","0.63","1.56","1.47","1.41","1.46","0.78","1.6","2.46","1.93","0.88","0.78","2.16"
"218",="5201","凱衛","30.85","-0.15","-0.48","0.45","0.42","0.88","0.57","-0.07","0.36","0.7","0.03","-0.08","0.32","0.29","1.24","0.69"
"219",="4163","鐿鈦","117.5","0","0","1.66","1.15","0.72","0.9","0.8","1.53","1.49","1.73","2","3.89","1.13","2.51","2.01"
"220",="5511","德昌","77.2","+1.8","+2.39","1.5","0.82","1.71","0.52","0.59","1.42","1.62","1.18","0.78","0.97","1.85","3.35","3.17"
"221",="2754","亞洲藏壽司","152","-0.5","-0.33","0.83","0.6","0.58","1.29","-1.18","-1.16","1.54","1.35","0.47","2.23","1.16","1.86","1.22"
"222",="5704","老爺知","52","+0.7","+1.36","0.57","0.77","0.62","1.07","0.01","-0.28","0.71","0.99","0.22","0.66","0.57","0.87","0.6"
"223",="3704","合勤控","52","+2.7","+5.48","0.84","0.88","0.99","0.29","0.83","0.97","0.4","0.74","0.17","1.78","1.09","1.17","0.77"
"224",="3131","弘塑","555","+48","+9.47","5.52","4.06","3.93","4.85","5.06","5.12","8.45","5.9","6.2","7.99","5.22","4.1","5.33"
"225",="4205","中華食","102","-0.5","-0.49","0.99","1.24","1.01","0.8","0.9","0.98","1.15","0.92","0.86","1.05","1.14","0.93","0.9"
"226",="6438","迅得","101","-1","-0.98","2.4","1.4","2.36","2","2.59","2.98","2.91","2.21","2.39","3.23","1.66","2.64","2.38"
"227",="6752","叡揚","129","-4","-3.01","1.37","1.19","1.92","0.16","1.4","1.14","2.08","0.86","1.75","1.43","1.85","1.23","1.47"
"228",="6121","新普","302.5","-1","-0.33","8.75","7.8","9.51","7.28","8.57","9.82","8.84","8.1","10.5","10.97","9.55","6.72","7.36"
"229",="5009","榮剛","46.1","+0.8","+1.77","0.74","0.02","0.22","0.34","0.36","0.46","0.55","0.77","1.23","1.26","1.26","1.2","1.25"
"230",="2640","大車隊","111","+4","+3.74","1.4","1.68","1.46","1.48","0.54","0.56","1.63","1.78","1.33","1.51","1.37","1.88","1.61"
"231",="8284","三竹","59.2","-0.3","-0.5","1.14","0.63","0.91","0.75","0.83","0.99","1.49","1.37","1.92","1.68","1.21","0.84","1.1"
"232",="6227","茂綸","46.1","+0.4","+0.88","1.32","0.34","0.57","0.87","1.5","1.42","1.78","1.78","1.9","2.09","1.83","0.62","1.12"
"233",="3178","公準","88.9","+1.4","+1.6","0.86","0.52","0.31","0.42","0.43","0.66","0.49","1.11","1.6","1.35","0.95","1.03","1.48"
"234",="8183","精星","48.05","+0.9","+1.91","1.07","0.21","0.98","0.8","0.8","0.43","2.12","1.46","1.33","1.35","1.48","0.93","0.93"
"235",="1215","卜蜂","96.8","-0.1","-0.1","1.47","2.02","1.56","1.45","1.46","1.07","1.08","1.22","1.82","1.28","1.23","1.43","2.04"
"236",="3038","全台","35","+0.2","+0.57","0.54","0.42","0.18","0.34","0.4","0.48","0.37","0.52","0.79","1.02","0.49","0.6","0.86"
"237",="8210","勤誠","223","+7.5","+3.48","1.76","1.95","2.9","1.05","1.48","1.8","1.29","1.05","2.31","3.66","1.31","0.23","2.07"
"238",="6782","視陽","160.5","+1.5","+0.94","2.11","","2.35","1.9","0.99","1.67","3.55","2.82","2.82","3.37","2.23","0.62","0.9"
"239",="3078","僑威","89","+2.1","+2.42","1.15","1.46","1.58","1.33","1.06","1.01","0.9","0.79","0.82","0.85","0.66","1.18","2.16"
"240",="6715","嘉基","118","+5.5","+4.89","1.46","0.52","1.32","0.89","0.24","1.06","0.87","1.42","2.74","3.32","2.08","1.6","1.44"
"241",="8074","鉅橡","19","0","0","0.44","0.32","0.32","0.33","0.19","0.28","0.15","0.21","0.11","0.45","2.71","0.1","0.17"
"242",="6220","岳豐","26.35","+0.3","+1.15","0.63","1.32","0.25","0.03","0.48","0.44","-0.18","-0.15","0.68","8.59","-3.08","-1.6","0.76"
"243",="2066","世德","85.5","+1.7","+2.03","1.53","0.77","1.31","0.66","0.78","1.65","0.92","1.58","2.15","2.43","2.05","2.05","2.06"
"244",="5871","中租-KY","181.5","+7.5","+4.31","3.93","3.25","3.24","3.43","3.74","3.77","3.84","4.94","4.35","4.42","3.87","4.35",""
"245",="3045","台灣大","93.8","-0.1","-0.11","0.97","1","0.75","1.01","1.01","1.01","0.88","0.97","1.06","1.01","0.88","0.96","1.08"
"246",="4995","晶達","44.75","+0.15","+0.34","0.81","0.21","0.26","0.24","0.48","0.7","1.26","1.04","1.47","1.42","1.09","0.73","0.78"
"247",="6776","展碁國際","53.4","+0.9","+1.71","1.11","0.82","0.7","0.78","1.07","1.07","1.45","1.05","1.26","1.29","1.49","1.06","1.28"
"248",="9960","邁達康","26.4","-0.45","-1.68","0.67","0.51","0.42","0.66","0.31","0.93","0.64","0.57","0.81","1.39","0.86","0.59","0.38"
"249",="6482","弘煜科","42.4","+0.4","+0.95","0.34","-0.94","-0.64","0.37","0.02","0.5","0.45","0.75","0.62","1.16","0.65","0.58","0.61"
"250",="4931","新盛力","34.6","+0.4","+1.17","0.32","0.23","0.22","0.14","-0.26","-0.38","-0.27","0.6","0.52","1.61","0.25","0.74","0.5"
"251",="4105","東洋","75","+0.1","+0.13","0.99","0.89","1.06","0.82","0.13","1.02","1.38","0.91","1.14","1.36","0.98","0.96","1.24"
"252",="3708","上緯投控","91","-0.1","-0.11","1.88","2.41","1.2","0.59","0.41","-0.1","1.11","0.63","1.1","6.65","1.19","0.2","7.11"
"253",="3557","嘉威","53.3","+0.7","+1.33","1.87","1.83","3","3.23","2.02","0.55","2.16","3.02","1.06","1.19","1.77","2","0.64"
"254",="8048","德勝","79.1","+2.1","+2.73","0.79","0.35","1.74","1.25","0.77","0.35","0.63","0.28","0.43","0.98","0.74","0.74","1.19"
"255",="3030","德律","59.1","+0.2","+0.34","1.42","1.32","0.59","1.25","1.47","1.22","1.07","2.5","2.22","2.06","1.35","1.15","0.87"
"256",="3665","貿聯-KY","269","-0.5","-0.19","4.81","3.83","4.5","2.35","4.15","4.55","4.25","3.5","8","7.77","6.01","4.01",""
"257",="2729","瓦城","296","+20.5","+7.44","2.65","7.61","4.88","5.45","-0.86","-1.06","3.5","2.89","-4.12","3.95","0.67","4.84","4.07"
"258",="6712","長聖","188.5","+0.5","+0.27","0.88","-0.24","-0.47","-0.22","1.1","3.79","1.33","-0.15","0.6","0.56","1.91","1.7","0.68"
"259",="6486","互動","69.1","+0.6","+0.88","1.52","0.35","3.27","0.86","1.35","1.54","2.98","0.62","1.31","0.75","2.77","0.73","1.77"
"260",="2467","志聖","44.9","+0.45","+1.01","1.01","0.88","0.93","1.01","1.25","1.02","1.11","1.03","1.27","1.44","0.88","0.83","0.49"
"261",="6419","京晨科","35.85","+0.1","+0.28","0.89","0.04","-0.49","0.67","2.26","2.17","-0.23","1.29","0.41","3.95","-0.2","-0.02","0.84"
"262",="6569","醫揚","187.5","-2","-1.06","1.52","1.37","2.5","0.57","0.7","0.55","2.46","1.39","1","1.66","2.32","1.69","2.03"
"263",="5906","台南-KY","55.8","-0.1","-0.18","0.96","1.17","1.46","1.25","0.01","0.79","1.27","1.12","-0.09","0.75","1.22","1.6",""
"264",="1436","華友聯","63.8","0","0","1.03","1.8","-0.55","0.87","3.61","0.91","-0.3","-0.49","1.01","5.07","0.97","-0.4","-0.14"
"265",="8482","商億-KY","65.7","0","0","1.81","2.3","1.59","0.91","2.42","2.33","2.31","1.56","2.67","2.43","1.11","0.31",""
"266",="3532","台勝科","140.5","+2","+1.44","1.86","0.7","0.78","0.84","0.71","1.1","0.98","2.58","3.3","3.98","2.57","2.28","2.55"
"267",="6279","胡連","148.5","+2.5","+1.71","2.13","1.62","3","2.25","1.62","1.73","2.31","2.07","1.05","4.62","2.29","2.23","0.73"
"268",="6285","啟碁","123","+4.5","+3.8","1.41","1.22","0.87","0.7","0.75","0.85","0.85","0.77","1.43","3.14","2.62","1.43","2.31"
"269",="3055","蔚華科","39.3","+0.7","+1.81","-0.11","0.3","-0.51","-1.06","-0.91","-1.31","-0.46","-0.82","-0.68","1.02","2.61","0.91","-0.43"
"270",="6266","泰詠","35.05","+1.45","+4.32","0.56","0.35","0.23","0.38","0.34","0.39","0.51","0.6","0.8","0.91","0.74","0.75","0.69"
"271",="8088","品安","33.75","+0.5","+1.5","0.62","0.7","0.27","0.33","-0.08","0.32","1.08","0.62","0.89","1.24","0.73","0.56","0.78"
"272",="8227","巨有科技","159","+9.5","+6.35","0.48","","-0.8","0.29","0.11","0.92","0.44","0.69","0.75","1.17","-0.4","0.96","1.12"
"273",="6197","佳必琪","70.4","+1","+1.44","0.83","0.47","0.37","0.48","0.84","0.83","0.91","0.34","1.1","1.8","0.36","0.84","1.57"
"274",="5222","全訊","170","+4.5","+2.72","1.11","0.67","2.14","1.13","1.04","0.66","1.29","0.86","0.2","1.02","1.63","0.68","2.02"
"275",="6176","瑞儀","118.5","+1.5","+1.28","3.16","3.26","2.7","3.58","2.24","3.27","2.07","4.47","3.58","3.96","2.47","1.58","4.8"
"276",="5520","力泰","63.6","-1.4","-2.15","1.48","1.3","1.34","1.31","1.33","1.61","1.31","1.64","1.45","1.63","1.21","1.71","1.86"
"277",="5425","台半","81.3","+3.1","+3.96","1.07","0.58","0.84","0.74","0.73","1.01","1.09","1.55","1.55","1.93","1.25","0.93","0.62"
"278",="2753","八方雲集","171","+7","+4.27","2.39","2.87","2.69","2.3","2.41","1.86","2.36","2.32","2.52","2.69","2.47","2","2.17"
"279",="8435","鉅邁","60.7","-0.1","-0.16","1.03","0.95","1.01","0.87","0.87","1.19","1.11","0.96","1.12","0.87","1.05","0.96","1.35"
"280",="4974","亞泰","69.6","+0.6","+0.87","1.64","1.39","1.14","1.28","1.7","1.7","1.19","1.73","2.34","2.34","1.57","1.19","2.12"
"281",="2308","台達電","348","-2","-0.57","2.9","3.23","2.86","2.53","2.92","2.45","2.41","2.33","2.94","4.26","3.05","2.66","3.14"
"282",="2373","震旦行","75.7","+0.1","+0.13","1.53","2.21","1.89","1.15","1.49","1.78","1.77","1.01","0.87","2.27","1.67","0.87","1.33"
"283",="4506","崇友","80.6","+0.1","+0.12","1.17","1.22","0.88","1.07","1.03","1.2","1.09","1.52","1.02","1.34","0.9","1.36","1.38"
"284",="6680","鑫創電子","87.5","-1.2","-1.35","0.63","0.55","0.11","0.31","0.35","0.45","0.69","0.46","0.85","1.42","1.02","0.37","1.04"
"285",="5306","桂盟","143.5","+1.5","+1.06","3.51","3.7","3.56","4","3.79","4.03","4.12","3.96","4.13","4.81","2.35","1.94","1.75"
"286",="5439","高技","105.5","+2.5","+2.43","1.08","0.71","0.92","1.13","1.34","1.14","1.08","1.12","1.05","1.03","0.78","1.21","1.51"
"287",="3430","奇鈦科","46.4","+0.25","+0.54","1.3","","1.43","0.94","1.2","0.99","1.31","1.73","1.8","1.64","1.35","0.69","1.26"
"288",="1752","南光","55.1","+0.2","+0.36","0.67","0.29","0.47","0.44","0.54","0.45","0.51","0.41","0.74","0.74","1.6","0.93","0.92"
"289",="6873","泓德能源-創","109.5","0","0","1.76","","3.83","","0.55","-0.44","2.94","1.03","1.03","0.79","5.55","0.82","1.54"
"290",="2301","光寶科","150","+3","+2.04","1.43","1.29","0.86","1.83","1.74","1.33","1.09","0.92","1.74","1.86","1.68","1.03","1.83"
"291",="2221","大甲","34.2","+0.75","+2.24","1.01","0.37","0.37","0.4","0.96","1.51","1.4","1.34","1.69","2.26","1.05","0.54","0.2"
"292",="3022","威強電","80.6","+1.6","+2.03","1.7","1.45","1.5","1.46","1.27","1.19","0.98","1.39","1.87","3.47","1.72","2.14","1.95"
"293",="6223","旺矽","202","+3.5","+1.76","2.6","2.67","1.5","1.5","1.7","1.9","2.37","3.25","3.21","3.88","2.55","2.98","3.64"
"294",="6525","捷敏-KY","66.7","-0.2","-0.3","1.59","1.37","1.4","1.53","1.52","2.02","1.58","1.96","2.07","2.27","0.9","1.24","1.2"
"295",="2371","大同","52.2","+1.1","+2.15","0.46","0","-0.46","-0.13","0.36","0.32","1.03","0.22","0.19","3.47","0.13","0.2","0.25"
"296",="3005","神基","69.8","+1.4","+2.05","1.41","1.12","1.3","0.85","4.11","1.06","1.21","0.86","0.44","1.21","1.76","1.27","1.68"
"297",="2420","新巨","46.3","+0.05","+0.11","0.97","0.86","0.76","0.68","1","1.14","1","0.93","1.24","1.33","0.92","0.86","0.97"
"298",="3169","亞信","105","+2","+1.94","1.4","0.78","1.12","1.12","1.29","2.04","2.03","1.87","1.73","1.62","1.44","0.75","0.96"
"299",="2732","六角","129","-0.5","-0.39","1.3","1.38","1.16","0.59","0.4","0.43","1.68","0.85","1.33","2.29","2.09","1.53","1.84"
"300",="3680","家登","327.5","+11.5","+3.64","2.11","4.83","-0.38","0.36","0.54","0.71","2.43","2.32","3.39","2.71","2.72","3.94","1.7"
"301",="8342","益張","58.4","+0.1","+0.17","1.33","0.72","2.83","0.91","0.88","0.93","1.02","1.85","2.36","1.9","0.43","0.67","1.47"
"302",="4977","眾達-KY","72.7","+2.1","+2.97","1.63","3.01","2.27","0.71","1.52","0.78","0.87","0.63","0.61","2.02","2.94","2.52",""
"303",="2755","揚秦","113.5","+1.5","+1.34","1.17","1.25","1.21","0.76","0.72","0.61","1.56","1.42","1.64","1.56","0.91","1.32","1.12"
"304",="6183","關貿","67","+0.3","+0.45","0.75","0.89","0.54","0.82","0.64","0.62","0.76","1.15","0.76","0.75","0.43","0.73","0.94"
"305",="6248","沛波","27.5","0","0","0.64","0.04","0.67","0.41","0.63","0.33","0.42","0.48","1.03","1.16","0.92","0.83","0.8"
"306",="8016","矽創","239","-0.5","-0.21","7.85","2.63","4.05","6.55","13","15.69","14.79","11.82","9.12","6.08","3.07","2.48","4.93"
"307",="4919","新唐","127","+1.5","+1.2","1.73","0.41","0.24","0.7","2.38","1.61","2.69","2.87","3.24","2.25","1.7","1.6","1.05"
"308",="8081","致新","227","+0.5","+0.22","5.21","3.55","3.23","4.66","6.11","7.89","6.79","8.02","7.47","5.2","1.77","2.97","4.9"
"309",="1593","祺驊","69.6","-0.4","-0.57","1.17","1.34","1.61","0.99","1.34","1.32","1.29","0.34","0.48","3.47","1.01","0.26","0.6"
"310",="3042","晶技","95.7","+5.7","+6.33","2","1.35","1.24","2.04","2.97","2.84","2.22","2.16","2.71","2.75","1.43","0.93","1.36"
"311",="2637","慧洋-KY","43.95","+1.7","+4.02","2.34","0.16","0.57","1.19","2.1","3.58","4.18","3.59","5.71","3.42","1.45","-0.18",""
"312",="4549","桓達","97.1","+0.6","+0.62","1.6","1.88","1.47","1.18","1.76","2.06","1.42","1.38","2.26","1.96","1.35","1.07","1.38"
"313",="6581","鋼聯","89","-0.5","-0.56","1.61","1","2.12","0.59","1.39","0.79","2.31","1.4","3.46","1.94","2.05","0.77","1.49"
"314",="1526","日馳","34.7","+0.35","+1.02","1.1","0.83","0.43","0.9","1.25","1.06","1.16","1.52","1.97","1.8","1.15","0.76","0.4"
"315",="6753","龍德造船","97","+2.2","+2.32","0.98","","2.01","","1.52","0.98","-0.06","0.74","0.67","0.37","1.28","1.54","0.79"
"316",="4904","遠傳","71.2","-0.1","-0.14","0.72","0.63","0.58","0.56","0.6","1.03","0.61","0.71","0.71","0.74","0.78","0.85","0.85"
"317",="6799","來頡","151","+1","+0.67","1.68","1.1","1.28","1.44","1.66","1.99","2.42","2.37","2.22","1.85","1.37","0.97","1.48"
"318",="1580","新麥","127","+2","+1.6","2.26","2.36","2.57","1.47","2.39","2.55","3.75","1.15","2.41","1.92","1.22","2.31","3.04"
"319",="8070","長華*","30","+0.2","+0.67","0.66","0.65","0.33","0.36","0.51","1.04","0.66","0.86","0.78","1.16","0.35","0.31","0.87"
"320",="6514","芮特-KY","50.2","+2.5","+5.24","0.8","0.34","0.44","0.59","0.79","0.94","0.78","0.75","1.32","1.82","0.32","0.41","1.07"
"321",="3706","神達","43.1","+0.1","+0.23","1.67","0.76","0.76","0.57","2.46","6.53","0.45","0.44","0.44","7.17","-0.29","0.13","0.59"
"322",="3231","緯創","129","+1","+0.78","0.9","0.99","0.83","0.04","1.49","0.3","1.93","-0.31","1.53","1.33","1.46","0.06","1.17"
"323",="3029","零壹","62.9","+1.6","+2.61","1.01","0.93","0.74","0.92","0.93","1.43","0.99","0.97","0.92","1.25","0.89","1.17","0.98"
"324",="6747","亨泰光","200.5","+1.5","+0.75","2.34","2.87","0.74","2.2","3.98","3.1","0.77","3.48","2.66","3.83","0.59","2.22","1.58"
"325",="6532","瑞耘","58","+0.9","+1.58","0.87","0.91","0.22","0.55","0.47","0.78","0.83","1.05","1.32","1.45","1.19","0.77","0.9"
"326",="8941","關中","58.7","0","0","1.29","0.6","0.34","-0.27","2.14","0.72","1.02","1.35","3.97","2.75","-1.12","-0.71","4.73"
"327",="3556","禾瑞亞","60.4","+0.5","+0.83","1.24","0.96","0.58","1.17","2.1","1.86","1.05","2.13","1.53","0.84","0.68","1.07","0.92"
"328",="8050","廣積","107.5","-1.5","-1.38","1.35","0.11","0.13","0.31","0.33","0.5","1.53","1.53","2.22","3.58","2.41","1.87","1.69"
"329",="1712","興農","35.3","+0.15","+0.43","0.7","0.51","0.29","0.6","0.51","0.62","0.46","1.13","0.98","1.26","0.55","0.76","0.67"
"330",="6128","上福","32.8","+0.2","+0.61","0.89","0.39","0.59","0.44","0.84","0.48","0.88","0.89","1.07","2.24","1.12","0.98","0.71"
"331",="9911","櫻花","62.4","0","0","1.15","1.05","1.58","1.34","0.94","1.03","1.31","1.39","0.93","1.15","1.19","1","0.89"
"332",="6861","睿生光電","100.5","-1.5","-1.47","2.03","","8.3","1.09","2.06","2.05","1.06","1.04","2.11","1.75","0.76","0.82","1.31"
