"排名","代號","名稱","成交","財報季度","營收(億)","營收成長(%)","毛利(億)","毛利成長(%)","淨利(億)","淨利成長(%)","毛利(%)","毛率增減","淨利(%)","淨率增減","EPS(元)","EPS增減(元)","ROE(%)","ROE增減","ROA(%)","ROA增減","財報評分"
"142",="6141","柏承","17.5","23Q1","26.7","-12.9","2.45","-42.4","-2.57","-74.3","9.17","-4.7","-10.6","-5.29","-2.26","-0.97","-10.8","-4.72","-3.89","-1.52","34"
"143",="4726","永昕","45.95","23Q1","6.45","-11.9","-2.96","-161","-7.13","-57.2","-45.9","-30.4","-40.2","+21.8","-3.46","-0.72","-10.8","+7.31","-6.75","+5.2","32"
"144",="4188","安克","19.1","23Q1","0.55","-10.9","0.32","-15.8","-0.56","-5.34","58.3","-3.42","-106","-18","-1.06","-0.05","-10.8","-0.89","-10.3","-0.99","51"
"145",="8176","智捷","12.75","23Q1","3.43","+5.2","1.07","+15.7","-0.57","+12.3","31.3","+2.85","-16.9","+2.89","-0.83","+0.11","-10.7","+0.81","-7.89","+0.63","40"
"146",="2243","宏旭-KY","16.8","23Q1","16.8","-1.12","0.83","-39.4","-0.7","-144","4.94","-3.12","-4.16","-2.47","-1.38","-0.73","-10.6","-4.74","-1.73","-0.96","18"
"147",="3054","立萬利","19.4","23Q1","0.33","-2.22","0.12","+4.61","-0.87","+28.4","35.9","+2.34","-261","+95.2","-1.09","+0.41","-10.5","+4.04","-9.9","+3.89","51"
"148",="5529","鉅陞","11.25","23Q1","1.7","+4.61","0.46","+15.1","-0.87","+0.68","27","+2.47","-51.5","+2.74","-0.72","-0.01","-9.73","-0.14","-3.04","+0.69","23"
"149",="3294","英濟","17.95","23Q1","44.3","-8.37","4.12","-14.8","-2.2","-40.3","9.3","-0.7","-5.09","-1.74","-1.69","-0.49","-9.68","-2.71","-4.37","-1.43","34"
"150",="6431","光麗-KY","19.3","23Q1","3.37","-1.39","0.73","+6.57","-0.66","+3.6","21.7","+1.62","-19.7","+1.18","-1.16","+0.06","-9.59","+0.5","-5.8","+0.23","36"
"151",="5907","大洋-KY","14.75","23Q1","39.6","-4.68","32.5","-4.31","-7.41","+11","82.1","+0.31","-18.7","+1.33","-3.63","+0.63","-9.52","+1.37","-2.65","+0.64","38"
"152",="5546","永固-KY","39.05","23Q1","41.2","-7.17","3.53","-21.5","-2.77","-609","8.57","-1.56","-6.96","-8.32","-3.37","-4.03","-9.48","-11.4","-4.05","-4.87","19"
"153",="2611","志信","12.55","23Q1","6.52","-10.7","1.18","-25.4","-2.82","-8.36","18.1","-3.57","-42.9","-9.28","-1.38","-0.01","-9.46","-1.27","-7.07","-0.8","38"
"154",="6535","順藥","61.3","23Q1","0.32","+19.4","0.15","+2.8","-1.65","+66.7","47","-7.61","-553","+1341","-1.01","+2.04","-9.38","+17.2","-8.49","+15.3","51"
"155",="1337","再生-KY","8.12","23Q1","6.49","+0.89","-2.23","+1.56","-4.69","+1.71","-34.4","+0.86","-72.2","+1.91","-1.73","+0.04","-9.18","+0.18","-8.91","+0.11","43"
"156",="3437","榮創","18.2","23Q1","19.6","-18.8","1.89","-38.5","-2.41","-70.6","9.65","-3.1","-12.4","-6.55","-1.66","-0.68","-9.13","-3.79","-6.4","-2.59","43"
"157",="4303","信立","18.15","23Q1","2.89","-11.1","0.5","-19.8","-0.85","-105","17.1","-1.85","-29.3","-16.6","-1.24","-0.63","-9.11","-4.47","-6.04","-2.99","30"
"158",="1515","力山","36.95","23Q1","35","-23","1.08","-30.2","-3.24","-8.3","3.09","-0.32","-9.24","-2.67","-1.79","-0.14","-9.1","-1.39","-4","-1.05","34"
"159",="6225","天瀚","9.22","23Q1","0.32","-5.18","0.07","-7.36","-0.04","-12.6","20.2","-0.47","-13.7","-2.16","-0.15","+0.05","-9.08","-1.12","-7.15","-0.69","45"
"160",="9912","偉聯","10.4","23Q1","5.73","-3.6","1.89","+0.11","-0.14","-0.1","33","+1.22","-6.52","-1.32","-0.26","+0.01","-8.87","-1.61","-4.82","-0.79","36"
"161",="3607","谷崧","16.85","23Q1","27.1","-5.33","0.54","+1274","-2.09","+22.9","2.01","+2.17","-7.11","+1.95","-1.73","+0.5","-8.87","+2.88","-5.54","+1.55","38"
"162",="2380","虹光","10.6","23Q1","25","-11.8","6.5","-12","-0.86","-167","26","-0.04","-3.62","-2.33","-0.41","-0.24","-8.75","-5.41","-3.4","-2.08","30"
"163",="5531","鄉林","9.93","23Q1","33.6","+153","9.55","+169","-7.76","+43.6","28.4","+1.74","-30.2","+92.7","-0.8","+0.61","-8.71","+5.49","-2.65","+1.65","19"
"164",="6237","驊訊","38.5","23Q1","6.31","-13","1.22","-11.7","-1.5","-18.2","19.3","+0.27","-23.7","-6.26","-1.91","-0.28","-8.71","-1.6","-7.93","-1.58","49"
"165",="1340","勝悅-KY","12.9","23Q1","4.87","-2.47","-2.2","+12.9","-4.18","+2.75","-45.3","+5.44","-85.9","+0.25","-2.72","+0.09","-8.68","+0.24","-8.43","+0.22","40"
"166",="5351","鈺創","43.2","23Q1","36.2","-22.8","7.23","-39.7","-2.99","-310","20","-5.61","-10.4","-11.9","-1.05","-1.55","-8.68","-10.4","-4.94","-5.91","26"
"167",="3325","旭品","26.25","23Q1","11.2","+5.28","0.62","+57.1","-0.64","+15.9","5.5","+1.81","-7.5","+1.11","-0.75","+0.15","-8.66","+0.62","-4.44","+0.56","25"
"168",="3162","精確","47.85","23Q1","29.3","+20.6","3.43","+20.9","-1.85","+12.3","11.7","+0.02","-6.39","+2.29","-1.33","+0.53","-8.65","+1.13","-3.94","+0.67","20"
"169",="2406","國碩","16.75","23Q1","60.7","-9.81","4.64","-30.1","-2.09","-35.4","7.64","-2.22","-13.5","-5.64","-0.61","-0.16","-8.61","-2.49","-5.56","-2.03","38"
"170",="8929","富堡","20.85","23Q1","6.55","-6.02","1.28","-4.18","-0.63","+2.49","19.5","+0.37","-11.1","-0.34","-1.25","+0.02","-8.61","+0.15","-5.83","+0.17","40"
"171",="9949","琉園","15.4","23Q1","2.05","-3.46","1.18","-0.19","-0.36","-0.97","57.6","+1.88","-17.4","-0.76","-0.8","0","-8.6","-0.21","-7.4","-0.26","43"
"172",="6674","鋐寶科技","28.55","23Q1","20.6","-18.3","2.73","-26","-1.27","-102","13.3","-1.39","-6.19","-3.68","-1.89","-0.95","-8.54","-4.52","-4.72","-2.57","32"
"173",="2035","唐榮","29.95","23Q1","131","-6.3","-2.74","-4728","-5.05","-125","-2.08","-2.12","-3.85","-2.24","-1.57","-0.93","-8.52","-4.62","-2.78","-1.58","21"
"174",="3115","富榮綱","10.5","23Q1","0.01","-97.7","0.01","+76.6","-0.2","-36","57.4","+56.7","-1514","-1489","-0.47","-0.13","-8.48","-2.36","-6.33","-0.81","43"
"175",="3672","康聯訊","25.95","23Q1","5.99","-12.7","1.76","-12.7","-0.31","-188","29.4","+0.02","-5.32","-3.57","-1.02","-0.67","-8.45","-5.3","-4.04","-2.53","36"
"176",="8089","康全電訊","20.8","23Q1","16.4","-14.5","4.64","-21.9","-1.03","-1208","28.3","-2.69","-6.25","-6.74","-1.75","-1.91","-8.43","-9.17","-5.72","-6.24","45"
"177",="4147","中裕","100","23Q1","5.94","+5.52","2.6","+20.5","-2.3","+14.5","43.8","+5.45","-38.8","+9.06","-0.91","+0.16","-8.41","+1.12","-5.25","+0.93","34"
"178",="2734","易飛網","48.2","23Q1","7.57","+73.8","1.35","+38.6","-0.22","+53.7","17.9","-4.53","-3.13","+8.35","-0.54","+0.72","-8.28","+8.75","-3.15","+4.4","38"
"179",="9955","佳龍","23.4","23Q1","10.4","-10.3","-0.06","-521","-1.15","-16.4","-0.54","-0.66","-11","-2.53","-1.12","-0.16","-8.08","-1.24","-3.91","-0.46","26"
"180",="1742","台蠟","16.75","23Q1","4.46","-7.55","1.38","+37.2","-1.09","+11.7","31","+10.1","-24.5","+1.14","-1.16","+0.18","-8.07","+1.26","-4.31","+0.6","30"
"181",="5468","凱鈺","17.2","23Q1","1.33","-16.7","0.4","-27.3","-0.21","-571","30.4","-4.45","-16.1","-14.1","-0.61","-0.5","-8.02","-6.81","-4.75","-3.97","32"
"182",="4120","友華","43.2","23Q1","47.4","+0.15","20.6","+1.41","-3.07","+1.37","43.5","+0.54","-6.13","+0.12","-3.53","+0.05","-7.98","+0.59","-2.81","+0.17","38"
"183",="6103","合邦","38","23Q1","0.76","-1.88","0.07","+15","-0.1","+5.85","9","+1.32","-13.4","+0.56","-0.74","+0.05","-7.95","+0.24","-5.56","-0.35","43"
"184",="2724","富驛-KY","14.25","23Q1","0.36","-13.7","0.23","-20.6","-0.19","+46.1","64.8","-5.63","-53.3","+32","-0.35","+0.25","-7.78","+6.17","-2.47","+2.01","36"
"185",="3228","金麗科","134.5","23Q1","3.15","-24.4","2.09","-33.3","-0.56","-257","66.4","-8.85","-17.9","-26.5","-0.82","-1.35","-7.76","-12.9","-6.78","-11.2","49"
"186",="6127","九豪","20.9","23Q1","7.22","-7.86","1.15","-31.7","-0.89","-165","16","-5.58","-12.3","-8","-0.81","-0.5","-7.71","-4.78","-2.49","-1.48","28"
"187",="8096","擎亞","12.05","23Q1","189","-19.2","4.43","-30.5","-1.95","-17590","2.34","-0.38","-1.03","-1.03","-1.3","-1.31","-7.71","-7.75","-2.38","-2.4","28"
"188",="3062","建漢","21","23Q1","58.4","+1.42","3.04","+6.07","-3.95","-7.66","5.21","+0.23","-6.77","-0.39","-1.19","-0.07","-7.63","-0.66","-5.3","-0.45","32"
"189",="1313","聯成","15.75","23Q1","695","-4.52","-5.69","-265","-21.7","-75.6","-0.82","-1.29","-3.12","-1.42","-1.34","-0.4","-7.61","-3.2","-3.92","-1.55","30"
"190",="2358","廷鑫","9.87","23Q1","18.8","-10.8","1.08","-46.7","-1.31","-8383","5.71","-3.85","-7.4","-7.24","-0.97","-0.98","-7.58","-7.39","-3.49","-3.4","19"
"191",="2067","嘉鋼","13.6","23Q1","12.6","+2.05","1.47","+2.7","-0.18","+36.2","11.7","+0.07","-2.91","+0.77","-0.43","+0.19","-7.57","+1.77","-1.95","+0.44","27"
"192",="5202","力新","15.7","23Q1","1.49","-11.8","0.94","-14.9","-0.8","-1.98","63.1","-2.3","-54.6","-8.24","-0.93","+0.04","-7.51","+1.45","-6.95","+1","55"
"193",="4139","馬光-KY","33.1","23Q1","11.1","+5.03","1.65","+2.49","-0.34","-9.27","14.8","-0.37","-3.41","-0.05","-0.76","-0.03","-7.39","-0.4","-2.62","-0.17","30"
"194",="2434","統懋","30.8","23Q1","0.81","-11.8","-0.1","+19.9","-0.37","-6.57","-12.7","+1.28","-46","-7.94","-1","-0.06","-7.36","-0.58","-5.44","-0.19","34"
"195",="2101","南港","37.75","23Q1","73.2","-1.24","11","+2.38","-7.85","+23.3","15","+0.53","-10.7","+3.08","-0.99","+0.24","-7.32","+2.17","-2.11","+0.63","21"
"196",="1538","正峰","9.45","23Q1","2.77","-2.99","0.38","-9.79","-0.1","+64.8","13.9","-1.05","-3.5","+6.15","-0.27","+0.61","-7.25","+50.6","-2.63","+6.44","32"
"197",="8906","花王","15.6","23Q1","2.18","-4.66","0.18","-32.1","-0.26","-420","8.24","-3.34","-11.9","-9.75","-0.81","-0.65","-7.23","-5.84","-2.16","-1.75","26"
"198",="6457","紘康","50.2","23Q1","7.02","-17","2.07","-36.6","-0.55","-187","29.5","-9.11","-9.24","-16.2","-1.72","-3.7","-7.21","-12.7","-4.79","-9.12","34"
"199",="6558","興能高","25.35","23Q1","11.4","-0.88","0.84","-22.6","-1.08","-77.6","7.38","-2.07","-9.51","-4.21","-1.15","-0.5","-7.01","-3.07","-4.39","-1.93","34"
"200",="5344","立衛","16.35","23Q1","2.41","-9.77","-0.03","-121","-0.35","-94","-1.09","-5.67","-14.6","-7.79","-0.44","-0.21","-6.8","-3.39","-5.52","-2.8","40"
"201",="6134","萬旭","20.85","23Q1","14","-2.87","2.78","+14","-0.61","+8.29","19.8","+2.93","-4.37","+0.61","-0.85","+0.06","-6.56","+1.19","-3.54","+0.62","32"
"202",="1310","台苯","15.6","23Q1","116","-9.47","-4.19","-28.2","-4.71","-25.9","-3.6","-1.06","-4.03","-1.44","0","+0.71","-6.54","-1.83","-5.15","-1.5","30"
"203",="6578","達邦蛋白","18.45","23Q1","4.18","-3.7","0.23","+18.9","-0.47","-6.19","5.5","+1.05","-11.4","-1.06","-1.2","-0.05","-6.42","-0.04","-3.6","-0.19","40"
"204",="6116","彩晶","13.55","23Q1","148","-13.4","-7.99","-298","-31","-23","-5.41","-7.77","-21","-6.21","-1.08","-0.22","-6.35","-1.21","-5.27","-0.98","32"
"205",="6224","聚鼎","59.1","23Q1","28.2","-4.3","4.22","-17.1","0.15","-82.8","15","-2.31","-6.69","-3.08","0.18","-0.87","-6.33","-2.98","-3.94","-1.84","40"
"206",="4502","健信","36.9","23Q1","14.1","-4.86","2.12","-2.83","-0.39","-72.5","15.1","+0.32","-2.95","-1.31","-0.68","-0.29","-6.26","-2.64","-1.66","-0.68","30"
"207",="2426","鼎元","19.05","23Q1","22.6","-6.61","2.4","-37.9","-2.52","-39","10.6","-5.36","-11.3","-3.72","-0.82","-0.22","-6.26","-1.91","-4.46","-1.32","40"
"208",="6283","淳安","31.1","23Q1","14.9","-14","1.17","-4.66","-1.23","-36","7.86","+0.77","-8.42","-3.09","-0.85","-0.23","-6.23","-1.64","-4.25","-1.15","38"
"209",="2460","建通","23.5","23Q1","26.1","-9.6","0.31","-69.1","-1.47","-42.9","1.2","-2.31","-5.66","-2.08","-0.88","-0.26","-6.21","-1.84","-2.79","-0.81","30"
"210",="1909","榮成","16.05","23Q1","502","-5.18","39","-11.2","-15.6","-71.3","7.76","-0.52","-3.13","-1.39","-1.17","-0.46","-6.19","-2.6","-2","-0.77","28"
"211",="3122","笙泉","25.1","23Q1","4.1","-19.8","1.28","-32.2","-0.34","-293","31.3","-5.74","-8.21","-11.6","-0.86","-1.31","-6.18","-9.47","-3.96","-6.01","43"
"212",="4956","光鋐","15.75","23Q1","11.6","-2.54","0.5","-54.2","-1.17","-61.4","4.27","-4.8","-10","-3.97","-1.15","-0.43","-6.1","-2.32","-3.8","-1.45","30"
"213",="5210","寶碩","17.65","23Q1","2.92","-5.62","2.06","-7.48","-0.31","-153","70.6","-1.42","-10.6","-6.67","-0.5","-0.3","-6.05","-3.69","-3.59","-2.13","47"
"214",="1456","怡華","16.5","23Q1","6.26","+1.34","1.93","+10.4","-0.94","-25.2","30.8","+2.53","-15.1","-2.88","-1.01","-0.2","-5.96","-1.34","-1.05","-0.2","30"
"215",="4503","金雨","70.5","23Q1","1.9","+8.6","-0.19","+7.64","-0.4","-7.45","-9.73","+1.71","-21.1","+0.23","-0.68","+0.16","-5.89","+1.33","-4.66","+0.47","45"
"216",="3191","和進","12.25","23Q1","2.21","-2.18","0.55","+3.98","-0.17","-4.54","24.8","+1.47","-7.72","-0.5","-0.21","-0.02","-5.77","+2.02","-3.9","+0.62","41"
"217",="1455","集盛","9.9","23Q1","82.8","-11","-0.22","-110","-4.03","-43","-0.26","-2.56","-4.86","-1.83","-0.79","-0.26","-5.77","-1.72","-3.97","-1.14","23"
"218",="2745","五福","78","23Q1","9.18","+216","1.21","+150","-0.21","+72.1","13.1","-3.45","-2.31","+23.8","-0.64","+1.95","-5.76","+19.9","-2.75","+10.2","24"
"219",="4976","佳凌","43.65","23Q1","11.5","+1.05","-0.78","+1.04","-1.57","-23.7","-6.81","+0.14","-13.7","-2.51","-1.15","-0.22","-5.65","-1.13","-4.6","-0.96","43"
"220",="8932","宏大","64.5","23Q1","7.28","-8.84","1.21","-7.82","-0.43","-48.4","16.7","+0.18","-5.9","-2.27","-0.69","-0.21","-5.62","-1.59","-2.61","-0.73","36"
"221",="1736","喬山","78.5","23Q1","331","-1.46","147","+0.89","-3","-170","44.5","+1.04","-1.55","-2.22","-0.99","-2.41","-5.53","-7.92","-1.43","-2.03","30"
"222",="3623","富晶通","19.1","23Q1","3.57","-0.15","0.13","+110","-0.22","+21.4","3.75","+1.97","-6.07","+1.64","-0.77","+0.17","-5.47","+1.44","-3.8","+0.92","40"
"223",="3530","晶相光","71.7","23Q1","17.7","-13","1.56","-68.4","-1.44","-217","8.84","-15.5","-8.16","-14.2","-1.86","-3.45","-5.42","-9.99","-3.95","-7.19","36"
"224",="3685","元創精密","22.25","23Q1","15.2","-1.86","2.23","+2.96","-0.76","-26.7","14.7","+0.69","-5","-1.39","-0.96","-0.21","-5.41","-1.41","-3.06","-0.83","34"
"225",="8411","福貞-KY","15.4","23Q1","85","-2.03","6.18","-14.5","-3.27","-6.33","7.26","-1.06","-3.83","-0.32","-1.54","+0.15","-5.39","-0.26","-2.54","-0.18","34"
"226",="4714","永捷","12.8","23Q1","7.99","-10.1","1.3","+0.02","-0.45","+14.6","16.3","+1.65","-24.3","-6.58","-0.33","+0.05","-5.35","-0.99","-3.59","-0.77","26"
"227",="2014","中鴻","23.6","23Q1","416","-6.49","-11.3","-0.12","-11","-10.8","-2.71","-0.18","-2.64","-0.41","-0.78","-0.09","-5.32","-0.32","-3.04","-0.37","26"
"228",="6199","天品","18.05","23Q1","1.47","+12.5","0.74","+1.37","-0.33","-1429","50.2","-5.51","-28.4","-19.9","-0.58","-0.55","-5.28","-3.86","-4.54","-3.32","43"
"229",="4530","宏易","6.77","23Q1","1.95","-0.62","0.68","-6.45","-0.18","-35.9","34.8","-2.17","-7.03","-2.57","-0.37","-0.1","-5.22","-1.95","-3.87","-1.36","51"
"230",="1802","台玻","17.7","23Q1","422","-3.74","20.4","-54.4","-27.2","-277","4.82","-5.37","-6.9","-5.02","-0.93","-0.68","-5.19","-3.68","-2.99","-2.14","32"
"231",="4128","中天","55.8","23Q1","17.1","-0.84","6.84","-1","-7.02","-432","40.1","-0.07","-43.2","-52.1","-1.39","-1.8","-5.17","-6.27","-4.81","-5.82","40"
"232",="1305","華夏","22.85","23Q1","161","-8.66","6.27","-7.54","-5.89","-59","3.89","+0.05","-3.62","-1.7","-1.01","-0.37","-5.15","-2.06","-3.4","-1.39","36"
"233",="4413","飛寶企業","15.45","23Q1","5.93","-14.4","1.02","-5.25","0.37","-31","17.2","+1.66","-2.83","-10.6","1.1","-0.62","-5.09","-21.9","-3.72","-15.8","45"
"234",="6616","特昇-KY","14.35","23Q1","9.97","-13.6","1.31","-35.7","-0.18","-156","13.1","-4.5","-2.04","-4.38","-0.62","-1.71","-5.07","-11.9","-2.5","-5.75","36"
"235",="1781","合世","13.95","23Q1","7.81","-2.1","1.05","+7.14","-0.18","-3.34","13.4","+1.16","-2.32","-0.12","-0.38","-0.01","-5.01","-0.33","-2.52","-0.29","34"
"236",="6198","瑞築","35.15","23Q1","0.03","-29.6","0.02","-25.1","-0.23","-18.5","87","+5.22","-880","-357","-1.01","-0.16","-4.91","-0.81","-4.48","-0.64","47"
"237",="1467","南緯","12.3","23Q1","54.8","-10.6","10.9","-15.9","-1.54","-302","20","-1.26","-2.82","-2.14","-0.66","-0.5","-4.89","-3.57","-1.83","-1.35","34"
"238",="4113","聯上","17","23Q1","1.51","+74.4","0.25","-9.41","-1.62","-12.5","16.4","-15.2","-107","+59.2","-0.74","-0.06","-4.84","-0.56","-1.19","-0.1","19"
"239",="6179","亞通","34.3","23Q1","31.3","+18.6","1.76","+188","-0.77","+2.03","5.63","+3.31","-2.51","+1.11","-0.9","0","-4.83","+0.85","-1.63","+0.52","26"
"240",="1533","車王電","61.1","23Q1","35.4","+5.06","8.25","-5.86","-0.26","-168","23.3","-2.71","-4.02","-2.05","-0.27","-0.67","-4.82","-2.55","-1.78","-0.93","34"
"241",="8011","台通","17.55","23Q1","16.5","-3.13","1.48","+277","-1.71","+29.8","9.02","+6.7","-10","+5.2","-1.18","+0.44","-4.76","+2.65","-2.49","+1.43","34"
"242",="3714","富采","49.1","23Q1","251","-13.2","30.2","-39.4","-19.6","-5264","12.1","-5.19","-10.4","-8.43","-2.61","-2.66","-4.75","-3.73","-3.55","-2.8","40"
"243",="3354","律勝","14.65","23Q1","1.28","-17.4","-0.05","-141","-0.47","-121","-3.62","-10.9","-36.4","-22.8","-0.66","-0.36","-4.63","-2.54","-3.43","-1.9","43"
"244",="5905","南仁湖","12.45","23Q1","9.67","+0.05","6.85","+1.93","-1.41","+18.3","70.9","+1.3","-14","+3.89","-0.54","+0.26","-4.63","+1.22","-1.66","+0.5","40"
"245",="5251","天鉞電","19.15","23Q1","3.04","-1.13","1.05","+2.62","-0.2","-4.92","34.7","+1.27","-6.61","-0.38","-0.6","-0.03","-4.55","-0.36","-3.77","-0.36","51"
"246",="2705","六福","20.3","23Q1","18.4","+9.63","5.32","+31.3","-2.25","+29.1","29","+4.79","-12.2","+6.68","-1.17","+0.49","-4.52","+1.73","-1.43","+0.56","30"
"247",="5355","佳總","7.41","23Q1","5.09","+3.74","-0.46","+30.9","-0.65","+15.3","-9.12","+4.58","-11","+2.88","-0.4","+0.06","-4.5","+0.86","-3.23","+0.6","43"
"248",="5484","慧友","33.8","23Q1","3.67","+10.5","1.08","+13.6","-0.29","+63.4","29.3","+0.8","-7.97","+16.1","-0.44","+0.82","-4.46","+9.25","-3.22","+6.39","40"
"249",="4609","唐鋒","8.07","23Q1","1.78","+2.42","0.16","+18.8","-0.08","-319","9.15","+1.26","-4.72","-6.92","-0.17","-0.25","-4.46","-6.44","-1.18","-1.67","38"
"250",="2888","新光金","9.1","23Q1","559","-44.6","","","-104","-600","","","-18.5","-20.6","-0.67","-0.77","-4.38","-5.29","-0.22","-0.26","29"
"251",="2438","翔耀","22.9","23Q1","1.71","-18.6","0.05","-77.3","-0.29","-30.6","2.94","-7.58","-20.4","-9.74","-0.48","-0.11","-4.35","-1.56","-3.94","-1.49","49"
"252",="3631","晟楠","31.15","23Q1","1.05","-15","0","-110","-0.63","-31.7","-0.28","-2.61","-69","-25.5","-0.77","-0.19","-4.29","-1.08","-2.56","-0.64","30"
"253",="3360","尚立","13.5","23Q1","91.9","-9.21","2.69","-18.2","-0.45","-287","2.93","-0.32","-0.49","-0.73","-0.59","-0.91","-4.28","-6.58","-0.86","-1.38","21"
"254",="3060","銘異","21.3","23Q1","27.9","-13.4","2.38","-36.4","-1.01","-354","8.55","-3.08","-4.39","-5.03","-0.74","-1.03","-4.28","-4.99","-2.58","-3.01","28"
"255",="3379","彬台","12.95","23Q1","5.73","-1.6","1.18","+2.7","-0.2","+2.83","20.6","+0.86","-3.54","+0.04","-0.53","+0.02","-4.19","+0.28","-1.88","+0.33","36"
"256",="4108","懷特","22.8","23Q1","1.33","-1.48","0.53","-6.41","-0.58","+26.7","40","-2.11","-72.3","+12.4","-0.31","+0.09","-4.16","+0.75","-4.05","+0.7","45"
"257",="3686","達能","14.3","23Q1","0.3","-33.3","0.01","+192","-0.3","+2.11","3.6","+6.22","-102","-32.4","-0.38","+0.02","-4.07","+0.04","-4.02","-0.03","36"
"258",="6496","科懋","30.55","23Q1","6.86","+2.13","2.81","-2.26","-0.48","-40.8","40.9","-1.84","-6.93","-1.9","-1.03","-0.29","-3.98","-1.21","-2.8","-0.9","47"
"259",="8421","旭源","13.35","23Q1","12.3","-3.36","1.39","-5.76","-0.5","-110","11.3","-0.29","-3.14","-41.8","-0.91","-9.58","-3.89","-70.5","-1.9","-25.1","32"
"260",="5302","太欣","10.25","23Q1","0.11","-1.84","0.04","+67","-0.52","-1.66","33.6","+13.8","-486","-12.8","-0.33","-0.01","-3.87","-0.07","-2.98","-0.02","36"
"261",="2509","全坤建","15.05","23Q1","2.07","+2.27","0.73","-1.66","-1.78","-18.2","35.1","-1.41","-84.8","-11.2","-0.8","-0.13","-3.86","-0.59","-2.16","-0.3","32"
"262",="3041","揚智","18.85","23Q1","23.3","-12.2","8.63","-16.7","-1.22","-964","37.1","-2.01","-5.17","-5.8","-0.63","-0.7","-3.82","-4.34","-3.18","-3.62","45"
"263",="8488","吉源-KY","17.3","23Q1","37.3","-4.99","1.51","-3.63","-0.98","-42.8","4.04","+0.06","-2.62","-0.88","-1.46","-0.45","-3.81","-1.1","-1.6","-0.46","28"
"264",="6684","安格","50.2","23Q1","3.25","-24.3","1.44","-32.9","-0.33","-188","44.4","-5.68","-10.2","-19","-1.23","-2.63","-3.8","-8.16","-3.26","-6.93","51"
"265",="3011","今皓","30.8","23Q1","13.2","-12","1.72","-10","-0.38","-183","13","+0.29","-2.89","-1.99","-0.33","-0.21","-3.76","-2.43","-2.02","-1.29","34"
"266",="3224","三顧","44.75","23Q1","16.5","-11","1.65","-23.2","-0.54","-361","10","-1.59","-6.7","-3.6","-0.79","-0.62","-3.76","-1.81","-3.15","-1.52","49"
"267",="4513","福裕","18.75","23Q1","14.8","-8.27","4.03","-0.22","-0.3","-31.8","27.3","+2.2","-2.05","-0.62","-0.39","-0.09","-3.68","-0.86","-1.22","-0.3","32"
"268",="6144","得利影","15.4","23Q1","2.11","-6.11","0.81","-6.81","-0.13","-76.2","38.4","-0.29","-6.13","-2.86","-0.33","-0.14","-3.67","-1.6","-3.17","-1.42","49"
"269",="8473","山林水","29.9","23Q1","40.8","+4.02","1.46","-45.1","-3.8","-39","3.58","-3.21","-6.52","-2.22","-2.68","-0.79","-3.67","-1.31","-1.75","-0.66","23"
"270",="4807","日成-KY","18.5","23Q1","15.2","-8.01","2.42","-24.8","-0.43","-232","15.9","-3.57","-2.33","-4.97","-1.12","-1.97","-3.61","-7.85","-2.43","-5.27","38"
"271",="3229","晟鈦","18","23Q1","9.79","+19.5","0.54","+39.7","-0.28","+25.5","5.5","+0.8","-2.4","+1.62","-0.78","-0.12","-3.6","+3.53","-2.73","+1.67","30"
