"排名","代號","名稱","成交","漲跌價","漲跌幅","平均業外損益(%)","20Q3業外損益(%)","20Q4業外損益(%)","21Q1業外損益(%)","21Q2業外損益(%)","21Q3業外損益(%)","21Q4業外損益(%)","22Q1業外損益(%)","22Q2業外損益(%)","22Q3業外損益(%)","22Q4業外損益(%)","23Q1業外損益(%)","23Q2業外損益(%)"
"652",="2423","固緯","35.3","+0.9","+2.62","1.44","1.49","-0.18","1.54","-0.6","2.05","0.71","2.94","0.69","6.56","0.84","0.4","0.85"
"653",="1618","合機","29","0","0","1.77","0.93","-1.92","-0.97","1.11","6.69","1.08","2.71","8.63","0.12","1.83","-2.66","3.75"
"654",="1307","三芳","26.8","-0.3","-1.11","0.27","-2.21","-3.92","-0.02","-4.01","-1.71","0.7","4.33","4.01","5.37","-3.53","-0.61","4.9"
"655",="8284","三竹","59.5","-0.5","-0.83","0.88","-0.61","-1.29","1.02","-0.85","0.02","-0.16","1.7","5.03","6.15","-1.29","-0.59","1.39"
"656",="1723","中碳","111.5","+0.5","+0.45","1.93","3.48","-0.56","1.39","1.79","1.44","1.38","1.83","1.47","5.07","3.05","0.9","1.87"
"657",="4142","國光生","32.25","0","0","40.8","1.78","148","255","60","-0.14","-0.11","12.7","2.58","4.87","-1.81","-5.72","11.9"
"658",="3653","健策","660","+14","+2.17","0.36","-2.04","-3.16","-1.74","-2.77","0.24","-1.29","4.39","2.77","7.21","-2.59","0.38","2.88"
"659",="4971","IET-KY","60.7","-2.1","-3.34","2.65","0.28","13.3","-0.38","4.31","0.08","-0.12","0.07","0.06","0.24","11.4","1.31","1.31"
"660",="8046","南電","249","-1","-0.4","1.36","-1.13","-0.91","1","0.14","1.38","-0.65","2.94","4.58","5.82","-1.9","-0.13","5.22"
"661",="2439","美律","86.1","-1.2","-1.37","1.95","0.57","2.02","1.42","2.74","1.65","0.08","2.96","3.54","4.03","0.67","0","3.76"
"662",="1217","愛之味","12.3","+0.05","+0.41","2.43","5.31","4.33","2.16","5.06","2.56","-0.9","0.28","-4.41","10.9","0.24","2.99","0.64"
"663",="3015","全漢","49.85","-0.45","-0.89","1.81","2.21","0.44","0.13","0.96","3.14","2.57","1.45","2.88","6.39","-0.33","0.26","1.66"
"664",="3701","大眾控","56.3","-0.4","-0.71","2.07","0.32","-0.49","2.33","3.05","2.17","2.07","3.96","3.64","5.32","-1.07","-0.77","4.36"
"665",="8088","品安","36.85","-0.2","-0.54","0.9","-2.34","-3.23","-0.86","-1.76","0.67","0.09","3.56","3.97","6.16","-2.41","0.34","6.56"
"666",="5871","中租-KY","172.5","-2","-1.15","2.6","1.22","2.38","2.84","1.78","1.46","0.57","4.78","1.81","1.11","3.33","6.09","3.84"
"667",="4413","飛寶企業","15.7","+0.3","+1.95","0.22","-4.67","-2.21","1.42","-3.04","-0.56","0.45","2.08","3.27","8.77","-7.36","-1.03","5.51"
"668",="3623","富晶通","20.8","+1.85","+9.76","3.23","7.91","5.5","3.02","5.05","0.56","0.11","1.78","4.69","10.4","-6.15","-0.18","6.08"
"669",="6532","瑞耘","57.2","+0.4","+0.7","0.38","-2.44","-3.25","-0.32","-2.09","0.23","-0.26","3.28","4.05","6.1","-1.89","-1.08","2.28"
"670",="4126","太醫","82","-0.3","-0.36","2.97","-1.25","-2.52","-1.17","-3.38","32","-1.02","2.96","1.61","5.19","1","0.55","1.75"
"671",="2331","精英","34.65","-0.15","-0.43","2.08","5.24","0.72","0.6","2.94","1.2","0.73","3.14","1.72","7.02","-1.84","1.32","2.18"
"672",="4951","精拓科","64.7","+0.1","+0.15","-0.85","","-3.68","0","-0.06","-0.02","-24.1","3.32","2.55","5.62","-1.35","4.08","4.21"
"673",="4911","德英","61.6","+0.4","+0.65","3.58","8.13","3.78","5.03","-0.66","10.9","2.39","1.82","2.46","5.93","0.86","0.88","1.47"
"674",="1582","信錦","62.5","+0.2","+0.32","1.03","-2.27","-1.25","1.54","-1.02","1.18","-1.83","0.43","3.8","7.6","-2.34","-0.16","6.72"
"675",="8928","鉅明","33.95","-0.2","-0.59","1.23","0.24","-0.18","0.04","-3.04","0.5","-0.01","3.6","3.58","6.78","-0.56","-0.2","3.95"
"676",="6807","峰源-KY","28.4","+0.2","+0.71","1.81","","1.63","0.82","0.82","1.59","-0.01","0.53","5.73","3.63","-0.43","1.26","4.31"
"677",="5487","通泰","26.1","-0.85","-3.15","1.03","0.99","-2.93","1.15","-2.2","0.22","0.69","3.58","1.97","5.7","-1.21","1","3.37"
"678",="8043","蜜望實","26.9","-0.2","-0.74","1.32","-1.23","-0.57","3.41","-0.78","0.33","0.45","2.16","3.6","4.45","0.78","-0.16","3.38"
"679",="2355","敬鵬","39.1","-0.05","-0.13","2.52","0.98","1.05","1.04","2.74","8.97","1.08","3.03","2.64","5.25","-0.01","0.85","2.6"
"680",="6592","和潤企業","127.5","+0.5","+0.39","2.09","2.62","2.97","1.28","1.64","1.8","2.71","1.7","2.75","2.52","3.51","0.6","0.94"
"681",="6223","旺矽","214","+0.5","+0.23","1.1","0.85","-0.69","0.97","-1.59","0.66","1.15","4.28","2.31","4.55","-0.41","0.38","0.78"
"682",="6577","勁豐","93.1","-2.2","-2.31","0.83","-1.29","-2.86","-0.2","-2.22","-0.39","0.66","3.55","3.49","6.64","-3.08","1.69","4.02"
"683",="1305","華夏","26.25","+1.35","+5.42","0.76","-0.08","-0.16","0.05","-1.77","0.64","0.64","6.07","1.43","2.15","-0.27","-0.48","0.92"
"684",="4566","時碩工業","52.1","+0.2","+0.39","0.82","-2.02","-2.15","1.29","-2.19","-0.93","-0.47","3.11","3.58","7.14","-3.75","0.25","5.99"
"685",="6202","盛群","63.8","-0.5","-0.78","4.6","3.29","3.73","8.44","14.1","14.3","8.27","6.88","2.21","-0.74","0.03","0.25","-5.51"
"686",="5348","系通","19.75","-0.35","-1.74","-0.23","-2.26","-2.68","0.31","-3.17","0.88","1.15","3.09","-0.35","","-0.59","-0.55","1.7"
"687",="5460","同協","12.85","-0.15","-1.15","1.7","-1.39","1.14","0.66","-0.7","2.81","0.65","2.99","4.4","5.02","-1.24","0.73","5.34"
"688",="3594","磐儀","48.05","-0.65","-1.33","1.66","3.44","-0.59","0.32","-1.77","-0.19","0.13","5.93","-0.54","10.5","-2.98","-0.4","6.03"
"689",="4729","熒茂","16.35","+0.05","+0.31","-2.25","-4.27","-15.7","6.32","1.46","12.8","-43.7","0.13","7.95","1.72","0.11","4.28","1.89"
"690",="8039","台虹","44","-0.6","-1.35","0.63","0.74","-1.97","0.82","-1.01","-0.26","0.24","5.67","2.7","5.15","-4.25","-0.84","0.57"
"691",="2347","聯強","62.3","-0.5","-0.8","2.28","1.16","1.09","1.04","1.86","9.96","0.87","0.94","1.01","7.91","0.48","0.37","0.7"
"692",="6609","瀧澤科","31.95","-0.05","-0.16","0.94","1.37","-2.59","2.12","-0.18","1.14","1.21","5.96","-1","4.63","1.74","-0.38","-2.75"
"693",="4741","泓瀚","35","+0.35","+1.01","1.3","0.84","0.03","0.24","0.06","1.23","0.42","3.96","3.14","4.79","-1.47","-0.16","2.49"
"694",="8091","翔名","87.7","-1.3","-1.46","1.24","-5.02","-0.57","-2.55","-1.18","4.87","3.95","0.66","2.06","10.4","-3.1","0.4","4.9"
"695",="5283","禾聯碩","110.5","0","0","1.91","1.2","2.31","1.69","2.68","1.18","1.48","1.95","2.92","4.1","1.08","1.29","0.99"
"696",="6188","廣明","87.7","-2.4","-2.66","2.27","1.01","0.01","1.51","1.45","3.21","2.34","2.93","4.75","7.11","-3.28","0.32","5.86"
"697",="2472","立隆電","60.5","-0.2","-0.33","1.31","0.16","-2.19","1.7","0.23","0.89","0.84","3.16","3.22","6.22","-2.6","0.44","3.64"
"698",="8927","北基","59.8","-1.8","-2.92","1.87","0.39","3.27","1.25","2.43","3.51","0.33","-0.56","9.22","1.85","0.08","0.52","0.11"
"699",="2065","世豐","57.5","+0.3","+0.52","0.93","-1.14","-1.62","-0.54","-1.01","0.37","0.36","2.97","3.46","5.04","-0.94","0.78","3.4"
"700",="1568","倉佑","26.45","-0.65","-2.4","1.54","4.36","-0.8","-1.02","-1.46","-0.13","2.89","3.99","3.34","3.04","-0.58","1.66","3.21"
"701",="3416","融程電","120","-8.5","-6.61","1.3","0.98","0.6","-0.31","-0.99","1.03","0.35","2.86","2.91","5.86","-1.63","0.1","3.82"
"702",="4766","南寶","225","+5","+2.27","2.01","0.48","0.15","0.69","1.39","0.53","0.7","10.5","1.03","0.97","-1.34","8.34","0.66"
"703",="8423","保綠-KY","21.6","-0.5","-2.26","0.87","-1.01","-2.05","3.03","-1.64","0.98","-0.83","1.18","4.58","5.41","-1.09","-1.83","3.68"
"704",="4755","三福化","134.5","-3","-2.18","1.89","0.44","0.31","1.69","4.06","2.37","1.42","2.78","2.68","5.07","-0.51","0.78","1.59"
"705",="4931","新盛力","32.05","-3.4","-9.59","0.8","0.07","-0.81","0.05","-1.71","0.51","-0.07","2.8","3.74","6.08","-3.32","-1.07","3.31"
"706",="6108","競國","18.3","-0.35","-1.88","-0.21","-8.05","-4.6","-2.21","-1.94","-3.39","0.94","4.7","1.69","3.53","-0.37","-0.08","7.24"
"707",="2486","一詮","47","-1.85","-3.79","0.42","-1.61","-1.92","-0.15","-0.61","2.06","-6.82","3.29","2.8","6.65","-3.2","-0.04","4.61"
"708",="3032","偉訓","61","-0.3","-0.49","1.35","2.45","-1.27","0.96","0.72","2.37","-0.73","3.19","5.49","3.56","-2.09","-0.49","2.08"
"709",="1569","濱川","21.85","-0.15","-0.68","0.3","-2.85","-2.61","-0.89","-2.13","-0.59","0.8","2.02","5.44","10.7","-9.44","-3.07","6.16"
"710",="3406","玉晶光","390","-1","-0.26","1.77","-1.07","-4.11","0.53","1.2","1.47","0.64","3.43","5.43","5.71","-3.53","2.44","9.09"
"711",="7402","邑錡","77.4","+0.5","+0.65","0.17","-1.17","-2.53","-0.72","-2.4","0.11","-3.17","3.83","1.69","8.06","-5.32","-0.41","4.01"
"712",="6516","勤崴國際","88","-0.1","-0.11","6.84","9.57","13.3","5.52","1.82","2.88","31","3.76","4.95","4.05","-2.84","1.89","6.16"
"713",="1451","年興","19","-0.2","-1.04","0.57","-3.74","-2.13","1.7","0.17","0.78","-0.33","7.32","2.27","3.21","-3.34","-1.07","2.03"
"714",="3605","宏致","28.8","+0.6","+2.13","0.89","-0.99","-2.42","1.61","0.1","0.91","0.36","2.7","4.18","6.14","-4.13","-1.23","3.45"
"715",="3038","全台","33","-0.2","-0.6","0.6","-2.16","-4.36","-0.44","-0.75","1.65","-0.45","3.22","2.97","7.1","-3.59","-0.51","4.51"
"716",="3430","奇鈦科","47.15","-0.05","-0.11","1.06","","-0.73","-0.7","-0.15","-0.02","0.07","2.1","2.38","3.53","1.86","-0.5","3.79"
"717",="1701","中化","23.3","+0.2","+0.87","2.53","2.11","2.9","1.66","2.01","4.7","3.56","1.91","3.9","2.3","1.84","2.19","1.3"
"718",="3230","錦明","10.95","+0.05","+0.46","-0.97","-1.89","-2.5","1.13","-2.57","-0.84","-3.66","-0.3","7.1","7.88","-5.84","-3.65","-6.44"
"719",="3067","全域","37.05","-0.55","-1.46","53.8","7.58","-4.38","22.5","4.72","5.82","584","11","13.2","-0.36","-2.17","-1.45","5.36"
"720",="6684","安格","48.05","-1.9","-3.8","-0.95","-1.13","-1.42","-0.14","-0.47","1.02","0.48","6.28","-7.09","-0.81","17.9","-2.04","-24"
"721",="4183","福永生技","20","+0.05","+0.25","0.2","-0.5","-1.93","-2.46","-2.97","-1.02","-1.72","4.47","1.04","4.22","-0.77","0.25","3.81"
"722",="6732","昇佳電子","366.5","+1","+0.27","1.69","0.02","0.01","0.44","0.77","1.12","2.71","2.32","1.11","6.36","0.95","2.3","2.23"
"723",="2064","晉椿","16.7","0","0","0.43","-3.4","-0.95","-0.44","-2.95","0.04","-0.73","3.8","3.95","6.78","-6.21","1.03","4.27"
"724",="6846","綠茵","81.9","-0.1","-0.12","1.26","","-0.38","","-0.57","-0.27","1.29","3.77","2.02","4.95","-0.38","0.37","1.84"
"725",="8249","菱光","29.8","-0.3","-1","1.56","5.48","3.24","1.88","-10.1","11.4","0.04","-0.89","-0.12","18.7","-9.41","-2.68","1.08"
"726",="6596","寬宏藝術","51.8","+0.1","+0.19","3.9","3.87","-11","4.55","-2.23","29.7","-0.35","4.59","-1.23","4.52","-0.46","11","3.88"
"727",="4545","銘鈺","30.35","+0.35","+1.17","0.03","-3.01","-6.99","0.51","-1.71","0.18","-1.28","2.15","4.9","6.23","-3.58","-1.08","4.01"
"728",="3481","群創","13.65","+0.25","+1.87","1.25","0.36","0.17","-2.72","-0.48","1.04","1.83","0.12","2.34","6.59","1.75","3.67","0.37"
"729",="4987","科誠","58.4","0","0","0.94","1.5","-0.31","-0.29","-1","-0.44","-0.44","4.02","0.45","2.93","2.05","2.58","0.28"
"730",="2376","技嘉","307.5","-7","-2.23","1.65","1.5","1.49","0.69","1","1.99","1.6","1.49","1.67","5.17","1.74","0.23","1.16"
"731",="3712","永崴投控","32.5","-0.15","-0.46","3.52","9.84","11.9","-0.16","4.89","4.01","1","4.69","0.8","6.32","-0.32","-0.93","0.19"
"732",="6417","韋僑","116.5","-4.5","-3.72","0.89","-0.55","-1.34","-0.87","-0.9","0.33","3.31","2.12","3.35","4.39","-0.12","-0.51","1.42"
"733",="1718","中纖","7.9","+0.01","+0.13","6.93","44.6","14.6","1.54","0.92","2.2","5.08","3.26","2.29","6.22","-2.07","1.4","3.16"
"734",="4930","燦星網","25.9","+0.2","+0.78","1.76","0.12","-0.31","1.92","1.05","5.85","1","2.86","3.73","4.34","-2.5","1.18","1.9"
"735",="2441","超豐","59.3","+0.6","+1.02","1.27","0.46","0.39","0.83","-0.57","1.33","0.48","1.65","2.33","6.77","-1.33","0.38","2.57"
"736",="1342","八貫","116","0","0","1.12","-0.63","-1.58","0.52","0.07","0.98","0.58","3.37","3.61","3.95","-0.88","0.61","2.85"
"737",="1528","恩德","12.2","-0.2","-1.61","3.21","1.15","3.68","0.76","-0.56","21","-0.42","6.82","3.16","4.95","-3.5","-0.9","2.41"
"738",="3047","訊舟","15.45","-0.15","-0.96","0.48","-1.71","-2.1","-0.36","-1.97","0.32","0.68","3.02","2.83","5.73","-2.39","-1.13","2.81"
"739",="4160","創源","43.2","-0.8","-1.82","2.41","0.63","1.3","2.95","2.34","3.34","2.72","2.91","1.03","2.93","2.63","3.49","2.6"
"740",="8086","宏捷科","116.5","+1.5","+1.3","0.45","-1.36","-3.22","0.13","-1.39","0.08","0.99","1.65","2.66","6.6","-3.54","0.67","2.18"
"741",="4736","泰博","155.5","-1.5","-0.96","4.7","-0.48","-0.4","15.6","8.29","-1.77","7.63","5.97","1","3.43","0.15","5.03","12"
"742",="1737","臺鹽","33.9","+0.05","+0.15","0.75","0.58","1.11","-0.23","-1.6","-0.61","0.44","3.62","-1.18","3.4","3.48","0.57","-0.53"
"743",="5276","達輝-KY","14.7","+0.2","+1.38","1.62","4.98","1.69","-1.19","1.42","1.57","2.07","-0.08","0.96","30.4","-19.6","-0.72","-2.11"
"744",="3597","映興","22.95","-0.05","-0.22","0.96","-1","-2.36","1.02","-1.7","0.08","-0.14","2.84","3.86","5.89","-4.48","0.19","7.35"
"745",="6530","創威","29.7","-1.05","-3.41","1.03","-0.22","-0.66","0.16","-0.59","0.52","-0.46","1.53","2.58","5.58","-0.18","-0.12","4.2"
"746",="2615","萬海","46.3","+0.65","+1.42","2.92","2.39","2.97","1.52","0.94","0.04","0.3","1.97","1.67","4.86","0.3","2.92","15.1"
"747",="3290","東浦","25.3","-0.4","-1.56","0.53","-2.05","-2.16","2.46","-1.11","0.41","-1.05","-0.06","5.45","6.61","-2.8","-2.71","3.39"
"748",="1599","宏佳騰","37.05","-0.05","-0.13","2.8","2.61","2.08","1.17","-0.19","0.68","1.64","1.33","1.69","3.11","3.34","2.37","13.7"
"749",="6470","宇智","72.6","+1.1","+1.54","-0.03","-1.96","-5.04","-0.76","-4.27","0.59","-0.75","3.9","2.71","6.21","-3.35","-1.5","3.86"
"750",="3052","夆典","11.35","-0.05","-0.44","1.79","0.02","2.01","0.77","0.02","0.68","7.86","0.99","1.48","2.1","4.1","0.38","1.04"
"751",="6207","雷科","31.5","0","0","5.02","0.74","0.71","4.29","5.03","1.05","1.65","7.15","6.6","12.1","-17.2","20.9","17.1"
"752",="5223","安力-KY","38.2","-0.05","-0.13","0.33","-2.45","-3.96","0.4","-1.15","1.06","0.56","0.73","2.92","5.94","-1.27","-0.7","1.92"
"753",="6231","系微","135.5","-7","-4.91","0.83","-0.41","-2.09","0.62","-0.33","0.24","0.05","1.78","2.65","4.08","0.66","1.06","1.7"
"754",="2514","龍邦","16.2","-0.05","-0.31","4.66","-16.4","35.6","13.9","20.5","-10.5","0.77","1.15","2.94","1.61","3.39","-4.36","7.37"
"755",="4968","立積","162","+2","+1.25","0.93","0.54","-0.36","0.28","-0.71","0.4","-0.4","3.71","3.72","8.13","-7.42","0.04","3.28"
"756",="5439","高技","88.4","-1.3","-1.45","0.62","-1.65","-1.6","0.13","-0.73","0.83","0.19","2.57","4.01","5.25","-1.92","-0.83","1.22"
"757",="6144","得利影","13.4","-0.2","-1.47","2.47","5.68","6.35","3.74","1.24","10.8","-12.4","0.96","4.43","4.99","-0.61","-0.43","4.77"
"758",="3322","建舜電","21.4","-0.15","-0.7","0.84","-3.1","-2.55","0.52","-2.7","-0.79","8.42","2.64","1.77","5.11","-1.47","-1.66","3.88"
"759",="4706","大恭","25","+0.5","+2.04","1.42","2.96","1.31","0.69","-0.3","-0.09","0.25","2.23","2.36","6.59","-3.42","1.32","3.1"
"760",="4721","美琪瑪","79.9","-0.4","-0.5","-0.05","2.04","-0.38","1.68","0.57","0.57","1.54","4.33","3.24","2.78","-2.64","-9.38","-4.97"
"761",="3236","千如","26.4","-0.1","-0.38","1.14","-1.41","5.12","-1.22","-0.28","0.07","-0.55","2.51","1.97","4.38","-0.14","-0.27","3.46"
"762",="6138","茂達","151","0","0","1.21","0.35","0.04","1.09","0.68","1.2","0.78","2.76","2.41","3.54","-0.73","-0.3","2.64"
"763",="6482","弘煜科","43.8","-0.2","-0.45","3.03","27.5","9.58","-1.67","-2.4","0.47","-2.71","2.97","-1.69","6.33","1.14","-0.98","-2.19"
"764",="6261","久元","57.3","-0.5","-0.87","0.67","4.84","-5.5","1.82","-5.08","1.86","1.9","-0.68","3.85","7.4","-1.73","0.44","-1.09"
"765",="3434","哲固","27.55","-0.15","-0.54","0.37","-1.34","-0.1","-0.25","-1.57","0.46","-0.29","2.35","3.67","6.2","-6.07","-0.98","2.34"
"766",="4107","邦特","108","0","0","0.6","-0.26","-1.08","-0.01","-1.71","-0.29","-0.18","4.33","2.11","4.07","-1.32","0.13","1.39"
"767",="3224","三顧","42.75","0","0","0.94","-0.47","-1.59","0.6","-0.35","-1.07","-0.41","1.64","2.16","5.22","-0.25","1.02","4.81"
"768",="3057","喬鼎","11.95","-0.25","-2.05","1.58","2.02","0.3","-0.55","-0.34","0.18","5.38","3.2","1.48","3.21","0.4","0.03","3.63"
"769",="9910","豐泰","195.5","+17.5","+9.83","1.16","0.93","-0.32","1.93","-0.13","1.03","0.38","2.16","2.92","4.15","-0.66","-0.16","1.7"
"770",="3303","岱稜","26.1","+0.05","+0.19","-2.72","-6.52","-8.93","-1.05","-22.8","-1.8","-1.18","2.07","2.08","4.74","-0.6","-0.46","1.8"
"771",="6527","明達醫","88.6","-0.6","-0.67","2.11","0.6","1.29","1.98","2.06","0.03","7.05","7.44","1.79","4.07","-2.16","-0.83","1.98"
"772",="3013","晟銘電","44.75","-0.4","-0.89","0.83","-3.29","-3.51","1.31","-0.71","0.73","-0.79","2.9","4.41","4.02","-0.71","-1.31","6.88"
"773",="6158","禾昌","36.05","-2.3","-6","1.06","-0.9","-2.52","0.55","-0.15","0.49","-0.69","-0.02","3.48","3.62","1.97","0.35","6.56"
"774",="2464","盟立","41.25","0","0","0.15","-1.67","-2.48","-0.52","-1.88","-0.21","-0.51","2.79","2.83","3.94","-0.75","-1.1","1.35"
"775",="5289","宜鼎","274","+3","+1.11","0.79","-0.99","-1.13","0.57","-0.29","0.37","0.38","2.52","2.76","5.52","-2.58","-0.27","2.6"
"776",="3567","逸昌","43.45","-1.85","-4.08","1.34","-0.01","-0.25","0.48","1.62","3.93","-0.22","1.85","2.69","5.16","-1.37","0.22","2.02"
"777",="9802","鈺齊-KY","130.5","-3","-2.25","0.22","-3.58","-4.4","0.18","-1.14","-0.04","-1","1.23","4.08","5.54","-2.9","-1.07","5.78"
"778",="6504","南六","77.2","-0.2","-0.26","0.6","-2.19","-1.54","0.81","-1.72","0.91","-0.63","3.03","5.55","3.81","-3.19","-0.7","3.08"
"779",="3147","大綜","68.3","-0.3","-0.44","0.82","0.49","0.21","-0.16","-1.33","0.15","-0.56","2.58","2.08","4.81","-0.71","-0.06","2.31"
"780",="8033","雷虎","68","+5","+7.94","0.23","0.07","-0.11","-1.64","-2.6","-1.44","-1.41","1.29","3.44","6.31","-2.41","-4.15","5.46"
"781",="4438","廣越","112.5","0","0","2.63","1.24","15.4","0.7","1.12","1.03","5.28","0.72","0.82","5.11","-0.55","0.12","0.64"
"782",="2421","建準","120.5","-4","-3.21","1.25","-1.14","-0.82","1.57","0.13","1.29","0.67","2.08","2.21","3.77","0.63","0.53","4.03"
"783",="4551","智伸科","138.5","0","0","0.52","-1.62","-2.34","1.76","-1.82","-0.09","0.94","3.51","2.15","4.67","-1.93","0.13","0.89"
"784",="2329","華泰","44.25","-1.65","-3.59","1","-1.15","-0.78","0.21","-0.33","1.16","0.55","2.59","1.44","4.21","0.37","-0.1","3.83"
"785",="3588","通嘉","69.9","-0.5","-0.71","0.82","-0.63","-0.57","-0.51","-0.15","0.75","1.43","3.74","1.92","1.83","-0.14","0.75","1.38"
"786",="4306","炎洲","15.3","+0.05","+0.33","5.58","27.4","2.96","22.4","0.67","0.38","-0.08","3.52","1.49","4.9","-1.87","0.06","5.16"
"787",="2017","官田鋼","14.15","0","0","2.77","1.58","3.23","1.45","4.01","2.43","1.86","-0.34","3.25","3.84","1.84","4.81","5.27"
"788",="3014","聯陽","162.5","+8","+5.18","1.46","0.14","0","2.01","0.95","1.33","2.02","1.04","0.18","8.98","-0.44","-0.02","1.38"
"789",="2460","建通","28.3","+1.05","+3.85","-0.07","-2.93","-3.51","-0.33","-2.56","0.17","-2.54","0.13","4.82","9.32","-4.98","-2.02","3.62"
"790",="6457","紘康","46.65","-0.3","-0.64","1.35","1.18","1.3","-0.71","0.02","7.59","3.77","9.16","-2.68","2.65","-4.14","0.75","-2.65"
"791",="1732","毛寶","24.8","-0.2","-0.8","1.06","-2.12","1.54","-0.2","2.99","0.12","1.23","1.92","3.91","3.39","-0.94","0.31","0.53"
"792",="6153","嘉聯益","22.55","-0.1","-0.44","0.97","2.21","1.37","0","-1.85","2.17","-1.99","0.47","7.14","3.37","-1.89","-1.35","1.99"
"793",="2337","旺宏","34.55","+0.2","+0.58","2.1","-0.08","-0.83","-1.84","-1.15","17.5","-0.37","1.62","3.61","3.69","-1.07","0.72","3.36"
"794",="4131","晶宇","23","-0.5","-2.13","4.14","3.16","5.93","4.33","4.51","8.82","3.72","3.21","7.95","-1.81","1.41","0.6","7.84"
"795",="3707","漢磊","77.3","-1.6","-2.03","0.6","-0.58","-0.43","-0.36","-0.31","0.44","0.26","1.2","1.95","4.53","0.25","-0.49","0.71"
"796",="2387","精元","48.15","+1.15","+2.45","0.29","-2.12","-2.82","-0.32","-0.8","-0.01","-0.91","3.91","4.06","3.37","-2.92","-2.47","4.48"
"797",="3489","森寶","11.6","-0.1","-0.85","2.33","0.02","0.25","0.02","0.01","-0.18","0.03","-0.16","-0.02","0","8.59","-0.17","19.6"
"798",="4935","茂林-KY","54","+0.7","+1.31","1.18","-1.22","-1.45","0.79","-0.45","0.82","-0.59","0.84","4.15","3.66","-0.56","0.52","7.68"
"799",="5478","智冠","98.7","+0.4","+0.41","1.8","4.41","1.16","0.18","1.12","1.3","0.75","1.21","1.28","2.29","3.31","2.42","2.21"
"800",="6670","復盛應用","206.5","-1.5","-0.72","1.02","-2.31","-2.6","0.84","0.1","0.06","-0.03","1.51","4.36","5.62","-2.64","-0.49","7.87"
"801",="3169","亞信","125","-1.5","-1.19","1.45","-1.36","1.83","0.25","2.04","0.64","-0.01","2.54","2.53","5.3","-2.33","1.85","4.17"
"802",="6435","大中","96.6","+0.3","+0.31","1.16","0.92","-0.09","1.06","0.84","1.92","0.85","2.4","2.07","3.36","-0.25","-1.09","1.94"
"803",="8028","昇陽半導體","54.5","-0.7","-1.27","1.16","-0.87","-4.07","-1.91","-2.22","-0.19","7.89","0.03","5.95","6.31","-3.61","0.04","6.62"
